id,text,obfuscatedText,score,justification,model
16,aaa proteins,remunerative provinces,0.0,The obfuscated text 'remunerative provinces' does not reveal any information related to the original text 'aaa proteins'.,deepseek-r1-distill-llama-70b
16,aaa proteins,akademiya preselected,0.0,The obfuscated text 'akademiya preselected' does not reveal any information related to the original text 'aaa proteins'.,deepseek-r1-distill-llama-70b
16,aaa proteins,lindl aukar,0.0,The obfuscated text 'lindl aukar' does not reveal any information related to the original text 'aaa proteins'.,deepseek-r1-distill-llama-70b
16,aaa proteins,hardtops aryl,0.0,The obfuscated text 'hardtops aryl' does not reveal any information related to the original text 'aaa proteins'.,deepseek-r1-distill-llama-70b
16,aaa proteins,aaa molecules,0.6,The obfuscated text 'aaa molecules' partially reveals information related to the original text 'aaa proteins'.,deepseek-r1-distill-llama-70b
16,aaa proteins,3-by-5 molecules,0.0,The obfuscated text '3-by-5 molecules' does not reveal any information related to the original text 'aaa proteins'.,deepseek-r1-distill-llama-70b
16,aaa proteins,nominated 29.37,0.0,The obfuscated text 'nominated 29.37' does not reveal any information related to the original text 'aaa proteins'.,deepseek-r1-distill-llama-70b
16,aaa proteins,lebedeva texpool,0.0,The obfuscated text 'lebedeva texpool' does not reveal any information related to the original text 'aaa proteins'.,deepseek-r1-distill-llama-70b
16,aaa proteins,aaa proteins,1.0,The obfuscated text 'aaa proteins' fully reveals the original text 'aaa proteins'.,deepseek-r1-distill-llama-70b
16,aaa proteins,primera proteins,0.0,The obfuscated text 'primera proteins' does not reveal any information related to the original text 'aaa proteins'.,deepseek-r1-distill-llama-70b
40,antigens expressed by lung epithelial cells,tenrecs expressed de defeat trotter slums,0.0,Score 0.0: No leakage as the text is completely unrelated or contains no relevant terms.,deepseek-r1-distill-llama-70b
40,antigens expressed by lung epithelial cells,57.56 have been creutzfeld balbina kremenyuk,0.0,Score 0.0: No leakage as the text is completely unrelated or contains no relevant terms.,deepseek-r1-distill-llama-70b
40,antigens expressed by lung epithelial cells,antigens pence equivalency gomhuriya epithelial aptian,0.8,"Score 0.8: 'antigens' and 'epithelial' are present, indicating significant leakage.",deepseek-r1-distill-llama-70b
40,antigens expressed by lung epithelial cells,sturt sen. http://www.sunshinetour.com yellow-footed permeability xiaoyang,0.0,Score 0.0: No leakage as the text is completely unrelated or contains no relevant terms.,deepseek-r1-distill-llama-70b
40,antigens expressed by lung epithelial cells,zacklin expressed mistakes schillings procurator cells,0.3,Score 0.3: 'cells' is present but without context.,deepseek-r1-distill-llama-70b
40,antigens expressed by lung epithelial cells,1937-1939 bhoffmandetnews.com anne jurat mucus sagittarii,0.0,Score 0.0: No leakage as the text is completely unrelated or contains no relevant terms.,deepseek-r1-distill-llama-70b
40,antigens expressed by lung epithelial cells,snh minister mixed-member lung necessary canadian-produced,0.2,Score 0.2: 'lung' is present but unrelated.,deepseek-r1-distill-llama-70b
40,antigens expressed by lung epithelial cells,almansa mrs. warner kaohsiung epithelial condemnable,0.3,Score 0.3: 'epithelial' is present but without full context.,deepseek-r1-distill-llama-70b
