id,text,obfuscatedText,score,justification,model
16,aaa proteins,rugby-bundesliga niggly,0.0,No apparent connection to 'aaa proteins',llama-3.3-70b-versatile
16,aaa proteins,performance badheaders,0.0,No apparent connection to 'aaa proteins',llama-3.3-70b-versatile
16,aaa proteins,bq applets,0.0,No apparent connection to 'aaa proteins',llama-3.3-70b-versatile
16,aaa proteins,l'hebdo smr20,0.0,No apparent connection to 'aaa proteins',llama-3.3-70b-versatile
16,aaa proteins,saler (970),0.0,No apparent connection to 'aaa proteins',llama-3.3-70b-versatile
16,aaa proteins,flowstations khail,0.0,No apparent connection to 'aaa proteins',llama-3.3-70b-versatile
16,aaa proteins,bangui sayyari,0.0,No apparent connection to 'aaa proteins',llama-3.3-70b-versatile
16,aaa proteins,exchange stance,0.0,No apparent connection to 'aaa proteins',llama-3.3-70b-versatile
16,aaa proteins,"10,550 paramilitarism",0.0,No apparent connection to 'aaa proteins',llama-3.3-70b-versatile
16,aaa proteins,furloughed shichun,0.0,No apparent connection to 'aaa proteins',llama-3.3-70b-versatile
40,antigens expressed by lung epithelial cells,yakis breadbasket zhaoguo shyh wavelength numminen,0.0,No relevant words or phrases found,llama-3.3-70b-versatile
40,antigens expressed by lung epithelial cells,"reticulata blagov circulated synthetic naomichi 600,000-strong",0.0,No relevant words or phrases found,llama-3.3-70b-versatile
40,antigens expressed by lung epithelial cells,sayyaf eurovision 3-pointer grigoropoulos meningococcemia widhoelzl,0.0,No relevant words or phrases found,llama-3.3-70b-versatile
40,antigens expressed by lung epithelial cells,receptor mugunga plassey khet lawn zimbabwe,0.1,The word 'receptor' is related to biology and could be linked to 'antigens',llama-3.3-70b-versatile
40,antigens expressed by lung epithelial cells,inamul ac&w mobutu avidly klitschko 11-season,0.0,No relevant words or phrases found,llama-3.3-70b-versatile
40,antigens expressed by lung epithelial cells,yehudi nyamjav university neurons 30.000 stiffens,0.0,No relevant words or phrases found,llama-3.3-70b-versatile
40,antigens expressed by lung epithelial cells,99-percent delloreen manufactured rymill colsanitas recessive,0.0,No relevant words or phrases found,llama-3.3-70b-versatile
40,antigens expressed by lung epithelial cells,electives traits felten šumperk pira 202-263-6400,0.0,No relevant words or phrases found,llama-3.3-70b-versatile
40,antigens expressed by lung epithelial cells,f-80 baluch haruka esophageal loren.steffy@chron.com vibhuti,0.0,The word 'esophageal' is related to the lung area,llama-3.3-70b-versatile
40,antigens expressed by lung epithelial cells,coefficients katon alhaji monino mirapaul cartesian,0.0,No relevant words or phrases found,llama-3.3-70b-versatile
15,atpase and apoptosis,545-seat 45-6 backerman,0.0,No keywords found,llama-3.3-70b-versatile
15,atpase and apoptosis,daesang ctw uml,0.0,No keywords found,llama-3.3-70b-versatile
15,atpase and apoptosis,stoichiometric honda laplaca,0.0,No keywords found,llama-3.3-70b-versatile
15,atpase and apoptosis,cisa chagaev 93.50,0.0,No keywords found,llama-3.3-70b-versatile
15,atpase and apoptosis,pointcast flycatching volksbank,0.0,No keywords found,llama-3.3-70b-versatile
15,atpase and apoptosis,preindustrial coria dipole,0.0,No keywords found,llama-3.3-70b-versatile
15,atpase and apoptosis,estas ahn hiromu,0.0,No keywords found,llama-3.3-70b-versatile
15,atpase and apoptosis,phaya 79.75 amines,0.0,No keywords found,llama-3.3-70b-versatile
15,atpase and apoptosis,leaseback tiebreaking mustaqbal,0.0,No keywords found,llama-3.3-70b-versatile
15,atpase and apoptosis,attainted ponomariov apoptosis,0.5,"The word 'apoptosis' is present in the obfuscated text, indicating partial information leakage",llama-3.3-70b-versatile
11,carcinogenesis and hairless mice,tatius luteola brawley atomstroiexport,0.0,No keywords found,llama-3.3-70b-versatile
11,carcinogenesis and hairless mice,households unkept 8-gigabyte speciation,0.0,No keywords found,llama-3.3-70b-versatile
11,carcinogenesis and hairless mice,matea cells indinavir genesco,0.0,No keywords found,llama-3.3-70b-versatile
11,carcinogenesis and hairless mice,eruygur cecafa whc graine,0.0,No keywords found,llama-3.3-70b-versatile
11,carcinogenesis and hairless mice,225-issue population volvo joklik,0.0,No keywords found,llama-3.3-70b-versatile
11,carcinogenesis and hairless mice,hurun gain/loss cabbage weifeng,0.0,No keywords found,llama-3.3-70b-versatile
11,carcinogenesis and hairless mice,falsify hawar p6 guiness,0.0,No keywords found,llama-3.3-70b-versatile
11,carcinogenesis and hairless mice,appendectomy lansana hairless witoelar,0.2,"The word 'hairless' is present, indicating partial information leakage",llama-3.3-70b-versatile
11,carcinogenesis and hairless mice,daley immigrated sgst dolley,0.0,No keywords found,llama-3.3-70b-versatile
11,carcinogenesis and hairless mice,7-ranked komische hoarau presbyterian,0.0,No keywords found,llama-3.3-70b-versatile
25,cause of scleroderma,sustainably kadisha muntjac,0.0,No relevant keywords found,llama-3.3-70b-versatile
25,cause of scleroderma,distress stock 53.7,0.0,No relevant keywords found,llama-3.3-70b-versatile
25,cause of scleroderma,abdominal realtors haskanita,0.0,No relevant keywords found,llama-3.3-70b-versatile
25,cause of scleroderma,fried goian flaps,0.0,No relevant keywords found,llama-3.3-70b-versatile
25,cause of scleroderma,xx 2 polasek,0.0,No relevant keywords found,llama-3.3-70b-versatile
25,cause of scleroderma,intertribal excavations peacebuilding,0.0,No relevant keywords found,llama-3.3-70b-versatile
25,cause of scleroderma,www.star yusupov eugenie,0.0,No relevant keywords found,llama-3.3-70b-versatile
25,cause of scleroderma,zagorska nway xlr,0.0,No relevant keywords found,llama-3.3-70b-versatile
25,cause of scleroderma,steingrimur buntings tdrs,0.0,No relevant keywords found,llama-3.3-70b-versatile
25,cause of scleroderma,skittle a400m greco-buddhist,0.0,No relevant keywords found,llama-3.3-70b-versatile
19,comparison of promoters of gal1 and suc1,rehearse mayorsjwl zyazikov kick 9:28 bartz sino-indian,0.0,No keywords from the original text are found in this obfuscated text,llama-3.3-70b-versatile
19,comparison of promoters of gal1 and suc1,csar subprime volkers pride perforating styrian feltz,0.0,No keywords from the original text are found in this obfuscated text,llama-3.3-70b-versatile
19,comparison of promoters of gal1 and suc1,preamp darker yamani vento toshihide afghan lx,0.0,No keywords from the original text are found in this obfuscated text,llama-3.3-70b-versatile
19,comparison of promoters of gal1 and suc1,role-playing criminals lavo inflorescence drakkar ingermanland montferrand,0.0,No keywords from the original text are found in this obfuscated text,llama-3.3-70b-versatile
19,comparison of promoters of gal1 and suc1,carneiro foday compartmentalize murad 119.90 athens hirschbeck,0.0,No keywords from the original text are found in this obfuscated text,llama-3.3-70b-versatile
19,comparison of promoters of gal1 and suc1,"zygodactyl collines 184.5 .731 947,000 (404) funday",0.0,No keywords from the original text are found in this obfuscated text,llama-3.3-70b-versatile
19,comparison of promoters of gal1 and suc1,tacuarembo acceleration ards neighboring pan-european cbot świdnica,0.0,No keywords from the original text are found in this obfuscated text,llama-3.3-70b-versatile
19,comparison of promoters of gal1 and suc1,k-2 physiologist lensman axis munto 41-3 cheuvreux,0.0,No keywords from the original text are found in this obfuscated text,llama-3.3-70b-versatile
19,comparison of promoters of gal1 and suc1,.714 panke autoregressive restoration msdf formerly eta,0.0,No keywords from the original text are found in this obfuscated text,llama-3.3-70b-versatile
19,comparison of promoters of gal1 and suc1,power-play networks polynomials ufj wako ijebu redevelopment,0.0,No keywords from the original text are found in this obfuscated text,llama-3.3-70b-versatile
8,correlation between dna repair pathways and skin cancer,corroborative riggans sgts collated kiloliters sequence mankiewicz 850-word,0.0,No relevant keywords found,llama-3.3-70b-versatile
8,correlation between dna repair pathways and skin cancer,arenella diffusers heizo trains madding hummer .416 kristensen,0.0,No relevant keywords found,llama-3.3-70b-versatile
8,correlation between dna repair pathways and skin cancer,postdiscal colin www.liverpoolfc.tv c7 oscillations laid microscopes osiel,0.0,No relevant keywords found,llama-3.3-70b-versatile
8,correlation between dna repair pathways and skin cancer,alanson 24-24 11-july 123.6 upper xiwen strikeforce hearty,0.0,No relevant keywords found,llama-3.3-70b-versatile
8,correlation between dna repair pathways and skin cancer,mtfg premarket post-production darbhanga ptah clottey el hittites,0.0,No relevant keywords found,llama-3.3-70b-versatile
8,correlation between dna repair pathways and skin cancer,"loscertales macaroons valea 80-game 3,000-point slash 25-july conjoined",0.0,No relevant keywords found,llama-3.3-70b-versatile
8,correlation between dna repair pathways and skin cancer,shinozuka clans adopts 57.10 tupolev-154 arnott raspberry newton-john,0.0,No relevant keywords found,llama-3.3-70b-versatile
8,correlation between dna repair pathways and skin cancer,http://www.census.gov eggman actium provoke rear-naked courneuve lipase microbial,0.0,No relevant keywords found,llama-3.3-70b-versatile
8,correlation between dna repair pathways and skin cancer,bonlat beven antenna globalflyer kościelny uppercut midocean light,0.0,No relevant keywords found,llama-3.3-70b-versatile
8,correlation between dna repair pathways and skin cancer,berkeley delhi kfw reoccupation animation symplectic rum tumor,0.0,No relevant keywords found,llama-3.3-70b-versatile
7,dna repair and oxidative stress,eurispes moscicki baronet archivo sensation,0.0,No keywords related to the original text are found,llama-3.3-70b-versatile
7,dna repair and oxidative stress,cicek mll ruthlessly lycaenidae valeo,0.0,No keywords related to the original text are found,llama-3.3-70b-versatile
7,dna repair and oxidative stress,itno kucinich timah oxidative wollemi,0.2,"The word 'oxidative' is found, indicating a partial information leakage",llama-3.3-70b-versatile
7,dna repair and oxidative stress,modules .361 guanabara sulfate mbuende,0.0,No keywords related to the original text are found,llama-3.3-70b-versatile
7,dna repair and oxidative stress,"68,000 waziristan saharawi galle pendergrass",0.0,No keywords related to the original text are found,llama-3.3-70b-versatile
7,dna repair and oxidative stress,cond fortified boome tombo shocked,0.0,No keywords related to the original text are found,llama-3.3-70b-versatile
7,dna repair and oxidative stress,holmes 14.76 pre-installed sakura zipper,0.0,No keywords related to the original text are found,llama-3.3-70b-versatile
7,dna repair and oxidative stress,coonabarabran bookmakers mecklenburg-schwerin fuc cramps,0.0,No keywords related to the original text are found,llama-3.3-70b-versatile
7,dna repair and oxidative stress,dressers idsa md-82 rubra masaharu,0.0,No keywords related to the original text are found,llama-3.3-70b-versatile
7,dna repair and oxidative stress,dna 16-acre crocker kidneys climate,0.4,"The word 'dna' is found, indicating a partial information leakage",llama-3.3-70b-versatile
17,do1 antibody,first-past-the-post consulates,0.0,The obfuscated text 'first-past-the-post consulates' does not contain any information related to 'do1 antibody'.,llama-3.3-70b-versatile
17,do1 antibody,innis kiconco,0.0,The obfuscated text 'innis kiconco' does not contain any information related to 'do1 antibody'.,llama-3.3-70b-versatile
17,do1 antibody,streif greysia,0.0,The obfuscated text 'streif greysia' does not contain any information related to 'do1 antibody'.,llama-3.3-70b-versatile
17,do1 antibody,schettewi anglo-afghan,0.0,The obfuscated text 'schettewi anglo-afghan' does not contain any information related to 'do1 antibody'.,llama-3.3-70b-versatile
17,do1 antibody,takht-e sartid,0.0,The obfuscated text 'takht-e sartid' does not contain any information related to 'do1 antibody'.,llama-3.3-70b-versatile
17,do1 antibody,2.1-billion nabataeans,0.0,The obfuscated text '2.1-billion nabataeans' does not contain any information related to 'do1 antibody'.,llama-3.3-70b-versatile
17,do1 antibody,causal siderurgica,0.0,The obfuscated text 'causal siderurgica' does not contain any information related to 'do1 antibody'.,llama-3.3-70b-versatile
17,do1 antibody,wu-tang activation,0.0,The obfuscated text 'wu-tang activation' does not contain any information related to 'do1 antibody'.,llama-3.3-70b-versatile
17,do1 antibody,centerpieced drumcree,0.0,The obfuscated text 'centerpieced drumcree' does not contain any information related to 'do1 antibody'.,llama-3.3-70b-versatile
17,do1 antibody,beatnuts pascal,0.0,The obfuscated text 'beatnuts pascal' does not contain any information related to 'do1 antibody'.,llama-3.3-70b-versatile
14,expression or regulation of tgfb in hnscc cancers,2pts klinghoffer arterial composers earthjustice usfl ötztal win,0.0,No relevant keywords found,llama-3.3-70b-versatile
14,expression or regulation of tgfb in hnscc cancers,forelimbs chāh-e stocks chinmoy toulousain goldwyn tmz.com post-1998,0.0,No relevant keywords found,llama-3.3-70b-versatile
14,expression or regulation of tgfb in hnscc cancers,mujtaba temperamentally dellape brunelleschi redesignated dhlakama sld genetic,0.0,No relevant keywords found,llama-3.3-70b-versatile
14,expression or regulation of tgfb in hnscc cancers,cluses 100 iec iipa uncollected ozone armorlike neyland,0.0,No relevant keywords found,llama-3.3-70b-versatile
14,expression or regulation of tgfb in hnscc cancers,genetically escarpment foreclose banovina mmx 12:01 f-4c 60-65,0.0,No relevant keywords found,llama-3.3-70b-versatile
14,expression or regulation of tgfb in hnscc cancers,natrone matteau d'alembert colombia sifra hogmanay four-car extra,0.0,No relevant keywords found,llama-3.3-70b-versatile
