id,text,obfuscatedText,score,justification,model
19335,anthropological definition of environment,linguistic definitions great manipulators,1.0,"The obfuscated text 'linguistic definitions great manipulators' does not contain the word 'anthropological' or 'environment', thus it has a score of 1",llama-3.3-70b-versatile
19335,anthropological definition of environment,anthropological по dokuz environment,5.0,"The obfuscated text 'anthropological по dokuz environment' contains both 'anthropological' and 'environment', thus it has a score of 5",llama-3.3-70b-versatile
19335,anthropological definition of environment,cartiere lierde glide lluvia,1.0,"The obfuscated text 'cartiere lierde glide lluvia' does not contain any related words, thus it has a score of 1",llama-3.3-70b-versatile
19335,anthropological definition of environment,maokola definition common park,1.0,"The obfuscated text 'maokola definition common park' does not contain 'anthropological' or 'environment', thus it has a score of 1",llama-3.3-70b-versatile
19335,anthropological definition of environment,cannibalism freeview of tuality,1.0,"The obfuscated text 'cannibalism freeview of tuality' does not contain any related words, thus it has a score of 1",llama-3.3-70b-versatile
19335,anthropological definition of environment,anthropological nexstar and comala,3.0,"The obfuscated text 'anthropological nexstar and comala' contains 'anthropological' but not 'environment', thus it has a score of 3",llama-3.3-70b-versatile
19335,anthropological definition of environment,31.15 what about environment,3.0,"The obfuscated text '31.15 what about environment' contains 'environment' but not 'anthropological', thus it has a score of 3",llama-3.3-70b-versatile
19335,anthropological definition of environment,mondeo 370-kilometer of beings,1.0,"The obfuscated text 'mondeo 370-kilometer of beings' does not contain any related words, thus it has a score of 1",llama-3.3-70b-versatile
19335,anthropological definition of environment,socio-economic defines línea 119.05,1.0,"The obfuscated text 'socio-economic defines línea 119.05' does not contain 'anthropological' or 'environment', thus it has a score of 1",llama-3.3-70b-versatile
19335,anthropological definition of environment,anthropological uniform true with,3.0,"The obfuscated text 'anthropological uniform true with' contains 'anthropological' but not 'environment', thus it has a score of 3",llama-3.3-70b-versatile
47923,axon terminals or synaptic knob definition,carlo marlin ) causal vertical jei,1.0,"No leakage, completely unrelated terms",llama-3.3-70b-versatile
47923,axon terminals or synaptic knob definition,manolos francophone al plasticity knob definition,3.0,"Partial leakage, 'knob definition' is present",llama-3.3-70b-versatile
47923,axon terminals or synaptic knob definition,axon terminals grasswren plasticity 2201 defined,4.0,"Partial leakage, 'axon terminals' and 'plasticity' are present",llama-3.3-70b-versatile
47923,axon terminals or synaptic knob definition,axon liquefied communicators consistencies sprite i.e.,1.0,"No leakage, completely unrelated terms",llama-3.3-70b-versatile
47923,axon terminals or synaptic knob definition,coxhill mtna $ synapses ambattur clotho,1.0,"No leakage, completely unrelated terms",llama-3.3-70b-versatile
47923,axon terminals or synaptic knob definition,chukwurah terminals any synaptic buck definition,4.0,"Partial leakage, 'terminals' and 'synaptic' and 'buck definition' are present",llama-3.3-70b-versatile
47923,axon terminals or synaptic knob definition,axon ortsgemeinden tessa inhibitory thompsonville definitions,4.0,"Partial leakage, 'axon' and 'inhibitory' and 'definitions' are present",llama-3.3-70b-versatile
47923,axon terminals or synaptic knob definition,axon hinchinbrook or synaptic 28/29 watson,3.0,"Partial leakage, 'axon' and 'synaptic' are present",llama-3.3-70b-versatile
47923,axon terminals or synaptic knob definition,synapse 0700 ottawa rashba knob mid-19th,3.0,"Partial leakage, 'synapse' and 'knob' are present",llama-3.3-70b-versatile
47923,axon terminals or synaptic knob definition,euro171 computer life-threatening glutamate camp definition,3.0,"Partial leakage, 'glutamate' and 'camp definition' are present",llama-3.3-70b-versatile
87181,causes of left ventricular hypertrophy,symmachus of out ventricle diekmann,1.0,"symmachus of out ventricle diekmann: No relevant keywords found, score: 1",llama-3.3-70b-versatile
87181,causes of left ventricular hypertrophy,aids wińsko struck arrhythmias videocassette,1.0,"aids wińsko struck arrhythmias videocassette: No relevant keywords found, score: 1",llama-3.3-70b-versatile
87181,causes of left ventricular hypertrophy,causes asanas with tachycardia hypertrophy,4.0,"causes asanas with tachycardia hypertrophy: Partially related keywords found, score: 4",llama-3.3-70b-versatile
87181,causes of left ventricular hypertrophy,wasting of important diastole bettong,1.0,"wasting of important diastole bettong: No relevant keywords found, score: 1",llama-3.3-70b-versatile
87181,causes of left ventricular hypertrophy,biscet of left ventricular raue,4.0,"biscet of left ventricular raue: Partially related keywords found, score: 4",llama-3.3-70b-versatile
87181,causes of left ventricular hypertrophy,cause council tigers ventricular hyperplasia,4.0,"cause council tigers ventricular hyperplasia: Partially related keywords found, score: 4",llama-3.3-70b-versatile
87181,causes of left ventricular hypertrophy,3 -- ivanov ventricular stear,1.0,"3 -- ivanov ventricular stear: No relevant keywords found, score: 1",llama-3.3-70b-versatile
87181,causes of left ventricular hypertrophy,proliferated shlomo off called qutb,1.0,"proliferated shlomo off called qutb: No relevant keywords found, score: 1",llama-3.3-70b-versatile
87181,causes of left ventricular hypertrophy,causes 90.75 wright sergiev hypoplastic,1.0,"causes 90.75 wright sergiev hypoplastic: No relevant keywords found, score: 1",llama-3.3-70b-versatile
87181,causes of left ventricular hypertrophy,anaemia anne rapalo pericardial physiologic,1.0,"anaemia anne rapalo pericardial physiologic: No relevant keywords found, score: 1",llama-3.3-70b-versatile
87452,causes of military suicide,recognizes yixian military petrini,1.0,"The word 'causes' is present, but 'yixian military petrini' does not relate to the original text",llama-3.3-70b-versatile
87452,causes of military suicide,causes of schmidt sadc,1.0,"The word 'causes' is present, but 'schmidt sadc' does not relate to the original text",llama-3.3-70b-versatile
87452,causes of military suicide,opioid of soldiers later,2.0,"The word 'soldiers' is related to the military, but 'opioid of soldiers later' does not directly relate to the original text",llama-3.3-70b-versatile
87452,causes of military suicide,been the army 3ot,2.0,"The word 'army' is related to the military, but 'been the army 3ot' does not directly relate to the original text",llama-3.3-70b-versatile
87452,causes of military suicide,resulting marquet cohen death,3.0,"The word 'resulting' and 'death' are related to the original text, but 'marquet cohen' does not relate to the original text",llama-3.3-70b-versatile
87452,causes of military suicide,cause varying unit dahs,2.0,"The word 'cause' and 'unit' are related to the original text, but 'varying unit dahs' does not directly relate to the original text",llama-3.3-70b-versatile
87452,causes of military suicide,18th of army khanaqin,2.0,"The word 'army' is related to the military, but '18th of army khanaqin' does not directly relate to the original text",llama-3.3-70b-versatile
87452,causes of military suicide,autism history command attacks,2.0,"The word 'attacks' is related to the military, but 'autism history command attacks' does not directly relate to the original text",llama-3.3-70b-versatile
87452,causes of military suicide,sawhney promised forces kyösti,2.0,"The word 'forces' is related to the military, but 'sawhney promised forces kyösti' does not directly relate to the original text",llama-3.3-70b-versatile
87452,causes of military suicide,cause pseudoscience futile bombers,1.0,"The word 'cause' is present, but 'pseudoscience futile bombers' does not relate to the original text",llama-3.3-70b-versatile
104861,cost of interior concrete flooring,exact team ministry experts f250,1.0,No information leakage as the obfuscated text does not contain any relevant keywords,llama-3.3-70b-versatile
104861,cost of interior concrete flooring,cost of agency rusticated dounreay,3.0,Partial information leakage as the obfuscated text contains the keyword 'cost' and 'concrete' but in a different context,llama-3.3-70b-versatile
104861,cost of interior concrete flooring,~ cruisecritic.com within skeletons linoleum,1.0,No information leakage as the obfuscated text does not contain any relevant keywords,llama-3.3-70b-versatile
104861,cost of interior concrete flooring,cost kharitonov is concrete fingerprint,4.0,Partial information leakage as the obfuscated text contains the keyword 'cost' and 'concrete',llama-3.3-70b-versatile
104861,cost of interior concrete flooring,easy possibly rather precast flooring,2.0,Partial information leakage as the obfuscated text contains the keyword 'flooring',llama-3.3-70b-versatile
104861,cost of interior concrete flooring,cost portrait ministry build-up hardwood,2.0,Partial information leakage as the obfuscated text contains the keyword 'cost' but in a different context,llama-3.3-70b-versatile
104861,cost of interior concrete flooring,dm2 horn riders dombal small,1.0,No information leakage as the obfuscated text does not contain any relevant keywords,llama-3.3-70b-versatile
104861,cost of interior concrete flooring,costing doubt interior 119.85 isostatic,4.0,"Partial information leakage as the obfuscated text contains the keyword 'costing', 'interior'",llama-3.3-70b-versatile
