id,text,obfuscatedText,score,justification,model
19335,anthropological definition of environment,comprehensive definitions piece manipulators,4.0,"The obfuscated text 'comprehensive definitions piece manipulators' has a score of 4 because it still contains the word 'definitions' which is related to the original text, but the context is changed.",llama-3.3-70b-versatile
19335,anthropological definition of environment,anthropological definition dokuz homes,2.0,"The obfuscated text 'anthropological definition dokuz homes' has a score of 2 because it contains the word 'anthropological' and 'definition' which are directly related to the original text, but the word 'dokuz homes' seems unrelated.",llama-3.3-70b-versatile
19335,anthropological definition of environment,beandalis lierde coefficient lluvia,1.0,The obfuscated text 'beandalis lierde coefficient lluvia' has a score of 1 because it does not contain any words related to the original text.,llama-3.3-70b-versatile
19335,anthropological definition of environment,henredon definition common park,3.0,"The obfuscated text 'henredon definition common park' has a score of 3 because it contains the word 'definition' which is related to the original text, but the context is changed.",llama-3.3-70b-versatile
19335,anthropological definition of environment,cannibalism freeview galloping tuality,1.0,The obfuscated text 'cannibalism freeview galloping tuality' has a score of 1 because it does not contain any words related to the original text.,llama-3.3-70b-versatile
19335,anthropological definition of environment,anthropological nexstar along klimenko,2.0,"The obfuscated text 'anthropological nexstar along klimenko' has a score of 2 because it contains the word 'anthropological' which is directly related to the original text, but the words 'nexstar', 'along', and 'klimenko' seem unrelated.",llama-3.3-70b-versatile
19335,anthropological definition of environment,7p what 37.7 terrorism,1.0,The obfuscated text '7p what 37.7 terrorism' has a score of 1 because it does not contain any words related to the original text.,llama-3.3-70b-versatile
19335,anthropological definition of environment,mondeo katama conseil powerful,1.0,The obfuscated text 'mondeo katama conseil powerful' has a score of 1 because it does not contain any words related to the original text.,llama-3.3-70b-versatile
19335,anthropological definition of environment,socio-economic defines línea 119.05,4.0,"The obfuscated text 'socio-economic defines línea 119.05' has a score of 4 because it contains the word 'defines' which is related to the original text and 'socio-economic' which is related to 'anthropological', but the context is changed.",llama-3.3-70b-versatile
19335,anthropological definition of environment,cmec uniform showed with,1.0,The obfuscated text 'cmec uniform showed with' has a score of 1 because it does not contain any words related to the original text.,llama-3.3-70b-versatile
