id,text,obfuscatedText,score,justification,model
19335,anthropological definition of environment,anthropological definition of environment,1.0,"The obfuscated text is identical to the original, resulting in complete information leakage.",deepseek-r1-distill-llama-70b
47923,axon terminals or synaptic knob definition,axon terminals or synaptic knob definition,1.0,"All obfuscated texts are identical to the original, resulting in complete information leakage.",deepseek-r1-distill-llama-70b
87181,causes of left ventricular hypertrophy,causes of left ventricular hypertrophy,1.0,"No obfuscation; original text is fully retained, resulting in complete information leakage.",deepseek-r1-distill-llama-70b
87181,causes of left ventricular hypertrophy,causes of left ventricular hypertrophy,1.0,"No obfuscation; original text is fully retained, resulting in complete information leakage.",deepseek-r1-distill-llama-70b
87181,causes of left ventricular hypertrophy,causes of left ventricular hypertrophy,1.0,"No obfuscation; original text is fully retained, resulting in complete information leakage.",deepseek-r1-distill-llama-70b
87181,causes of left ventricular hypertrophy,causes of left ventricular hypertrophy,1.0,"No obfuscation; original text is fully retained, resulting in complete information leakage.",deepseek-r1-distill-llama-70b
87181,causes of left ventricular hypertrophy,causes of left ventricular hypertrophy,1.0,"No obfuscation; original text is fully retained, resulting in complete information leakage.",deepseek-r1-distill-llama-70b
87181,causes of left ventricular hypertrophy,causes of left ventricular hypertrophy,1.0,"No obfuscation; original text is fully retained, resulting in complete information leakage.",deepseek-r1-distill-llama-70b
87181,causes of left ventricular hypertrophy,causes of left ventricular hypertrophy,1.0,"No obfuscation; original text is fully retained, resulting in complete information leakage.",deepseek-r1-distill-llama-70b
87181,causes of left ventricular hypertrophy,causes of left ventricular hypertrophy,1.0,"No obfuscation; original text is fully retained, resulting in complete information leakage.",deepseek-r1-distill-llama-70b
87181,causes of left ventricular hypertrophy,causes of left ventricular hypertrophy,1.0,"No obfuscation; original text is fully retained, resulting in complete information leakage.",deepseek-r1-distill-llama-70b
87181,causes of left ventricular hypertrophy,causes of left ventricular hypertrophy,1.0,"No obfuscation; original text is fully retained, resulting in complete information leakage.",deepseek-r1-distill-llama-70b
87452,causes of military suicide,causes of military suicide,1.0,No obfuscation; original text is fully revealed.,deepseek-r1-distill-llama-70b
87452,causes of military suicide,causes of military suicide,1.0,No obfuscation; original text is fully revealed.,deepseek-r1-distill-llama-70b
87452,causes of military suicide,causes of military suicide,1.0,No obfuscation; original text is fully revealed.,deepseek-r1-distill-llama-70b
87452,causes of military suicide,causes of military suicide,1.0,No obfuscation; original text is fully revealed.,deepseek-r1-distill-llama-70b
87452,causes of military suicide,causes of military suicide,1.0,No obfuscation; original text is fully revealed.,deepseek-r1-distill-llama-70b
87452,causes of military suicide,causes of military suicide,1.0,No obfuscation; original text is fully revealed.,deepseek-r1-distill-llama-70b
87452,causes of military suicide,causes of military suicide,1.0,No obfuscation; original text is fully revealed.,deepseek-r1-distill-llama-70b
87452,causes of military suicide,cause of military suicide,1.0,Slight change in plurality but same meaning.,deepseek-r1-distill-llama-70b
87452,causes of military suicide,causes of military suicide,1.0,No obfuscation; original text is fully revealed.,deepseek-r1-distill-llama-70b
87452,causes of military suicide,causes of military suicide,1.0,No obfuscation; original text is fully revealed.,deepseek-r1-distill-llama-70b
104861,cost of interior concrete flooring,cost of interior concrete flooring,1.0,Complete information leakage as the text is identical to the original.,deepseek-r1-distill-llama-70b
104861,cost of interior concrete flooring,cost of interior concrete flooring,1.0,Complete information leakage as the text is identical to the original.,deepseek-r1-distill-llama-70b
104861,cost of interior concrete flooring,cost of interior concrete flooring,1.0,Complete information leakage as the text is identical to the original.,deepseek-r1-distill-llama-70b
104861,cost of interior concrete flooring,cost of interior concrete flooring,1.0,Complete information leakage as the text is identical to the original.,deepseek-r1-distill-llama-70b
104861,cost of interior concrete flooring,cost of interior concrete flooring,1.0,Complete information leakage as the text is identical to the original.,deepseek-r1-distill-llama-70b
104861,cost of interior concrete flooring,cost of interior concrete flooring,1.0,Complete information leakage as the text is identical to the original.,deepseek-r1-distill-llama-70b
104861,cost of interior concrete flooring,cost of interior concrete flooring,1.0,Complete information leakage as the text is identical to the original.,deepseek-r1-distill-llama-70b
104861,cost of interior concrete flooring,cost of interior concrete flooring,1.0,Complete information leakage as the text is identical to the original.,deepseek-r1-distill-llama-70b
104861,cost of interior concrete flooring,costs of interior concrete flooring,0.9,"Minor obfuscation through pluralization, but the meaning remains largely intact.",deepseek-r1-distill-llama-70b
1106007,define visceral?,define rubins,0.1,Low leakage as 'rubins' is unrelated to 'visceral'.,deepseek-r1-distill-llama-70b
1106007,define visceral?,define 5o,0.2,Low leakage as '5o' is unclear and unrelated.,deepseek-r1-distill-llama-70b
1106007,define visceral?,define 320th,0.2,Low leakage as '320th' is unrelated.,deepseek-r1-distill-llama-70b
1106007,define visceral?,define firkin,0.1,Low leakage as 'firkin' is unrelated.,deepseek-r1-distill-llama-70b
1106007,define visceral?,define kripal,0.1,Low leakage as 'kripal' is unrelated.,deepseek-r1-distill-llama-70b
1106007,define visceral?,define gaven,0.1,Low leakage as 'gaven' is unrelated.,deepseek-r1-distill-llama-70b
1106007,define visceral?,"define 2,464",0.2,"Low leakage as '2,464' is unrelated.",deepseek-r1-distill-llama-70b
1106007,define visceral?,define -200,0.2,Low leakage as '-200' is unrelated.,deepseek-r1-distill-llama-70b
1106007,define visceral?,define unbalanced,0.1,Low leakage as 'unbalanced' is unrelated.,deepseek-r1-distill-llama-70b
1106007,define visceral?,define ampatuans,0.1,Low leakage as 'ampatuans' is unrelated.,deepseek-r1-distill-llama-70b
130510,definition declaratory judgment,definition declaratory judgment,1.0,"The obfuscated text is identical to the original text, revealing all information.",deepseek-r1-distill-llama-70b
130510,definition declaratory judgment,definition declaratory judgment,1.0,"The obfuscated text is identical to the original text, revealing all information.",deepseek-r1-distill-llama-70b
130510,definition declaratory judgment,definition declaratory judgment,1.0,"The obfuscated text is identical to the original text, revealing all information.",deepseek-r1-distill-llama-70b
130510,definition declaratory judgment,definition declaratory judgment,1.0,"The obfuscated text is identical to the original text, revealing all information.",deepseek-r1-distill-llama-70b
130510,definition declaratory judgment,definition declaratory judgment,1.0,"The obfuscated text is identical to the original text, revealing all information.",deepseek-r1-distill-llama-70b
130510,definition declaratory judgment,definition declaratory judgment,1.0,"The obfuscated text is identical to the original text, revealing all information.",deepseek-r1-distill-llama-70b
130510,definition declaratory judgment,definition declaratory judgment,1.0,"The obfuscated text is identical to the original text, revealing all information.",deepseek-r1-distill-llama-70b
130510,definition declaratory judgment,definition declaratory judgment,1.0,"The obfuscated text is identical to the original text, revealing all information.",deepseek-r1-distill-llama-70b
130510,definition declaratory judgment,definition declaratory judgment,1.0,"The obfuscated text is identical to the original text, revealing all information.",deepseek-r1-distill-llama-70b
130510,definition declaratory judgment,definition declaratory judgment,1.0,"The obfuscated text is identical to the original text, revealing all information.",deepseek-r1-distill-llama-70b
131843,definition of a sigmet,definition of a robertsbridge,0.0,No information leakage as it is completely unrelated.,deepseek-r1-distill-llama-70b
131843,definition of a sigmet,definition of a breath-taking,0.0,No information leakage as it is completely unrelated.,deepseek-r1-distill-llama-70b
131843,definition of a sigmet,definition of a luna,0.0,No information leakage as it is completely unrelated.,deepseek-r1-distill-llama-70b
