id,text,obfuscatedText,score,justification,model
16,aaa proteins,halter less,1.0,No relation to the original text,deepseek-r1-distill-llama-70b
16,aaa proteins,hirasawa molecules,4.0,Potentially related to proteins through proper noun,deepseek-r1-distill-llama-70b
16,aaa proteins,eupithecia alternative,1.0,No relation to the original text,deepseek-r1-distill-llama-70b
16,aaa proteins,kernel socialisme,1.0,No relation to the original text,deepseek-r1-distill-llama-70b
16,aaa proteins,non-eu lines,1.0,No relation to the original text,deepseek-r1-distill-llama-70b
16,aaa proteins,69.5 maximal,1.0,No relation to the original text,deepseek-r1-distill-llama-70b
16,aaa proteins,aaa interossei,5.0,Direct reference to a protein-related term,deepseek-r1-distill-llama-70b
16,aaa proteins,chattisgarh formed,1.0,No relation to the original text,deepseek-r1-distill-llama-70b
16,aaa proteins,stynes misfolded,5.0,Reference to protein misfolding,deepseek-r1-distill-llama-70b
16,aaa proteins,aaa molecules,5.0,Direct reference to molecules which could be proteins,deepseek-r1-distill-llama-70b
40,antigens expressed by lung epithelial cells,team sparked derivative foodsfchronicle.com from cells,1.0,team sparked derivative foodsfchronicle.com from cells: Score 1 - The text does not retain any meaningful information from the original.,deepseek-r1-distill-llama-70b
40,antigens expressed by lung epithelial cells,antigens tube by abdominal vats puree,2.0,antigens tube by abdominal vats puree: Score 2 - Partially retains 'antigens' but changes context significantly.,deepseek-r1-distill-llama-70b
40,antigens expressed by lung epithelial cells,anhydrides ahdab bihong lakshmi 22a manchuria,1.0,anhydrides ahdab bihong lakshmi 22a manchuria: Score 1 - No retention of original information.,deepseek-r1-distill-llama-70b
40,antigens expressed by lung epithelial cells,antigen son a-pack lung hcn autoimmune,2.0,antigen son a-pack lung hcn autoimmune: Score 2 - Partial retention of 'antigen' and 'lung' with altered context.,deepseek-r1-distill-llama-70b
40,antigens expressed by lung epithelial cells,tohs rosa endlicher pneumonia sangdrol janiszewski,1.0,tohs rosa endlicher pneumonia sangdrol janiszewski: Score 1 - No meaningful retention of original information.,deepseek-r1-distill-llama-70b
