id,text,obfuscatedText,score,justification,model
16,aaa proteins,brochure sustaining,1.0,1: The term 'brochure sustaining' does not relate to 'aaa proteins' and thus no information is leaked.,deepseek-r1-distill-llama-70b
16,aaa proteins,hep molecules,3.0,"3: 'hep molecules' relates to biology, which could hint at the domain of the original text.",deepseek-r1-distill-llama-70b
16,aaa proteins,aaa types,2.0,2: 'aaa types' is vague and does not specify the nature of the original term.,deepseek-r1-distill-llama-70b
16,aaa proteins,newsletter proteins,5.0,"5: 'newsletter proteins' directly includes 'proteins', revealing the specific information from the original text.",deepseek-r1-distill-llama-70b
16,aaa proteins,aaa enzymes,4.0,"4: 'aaa enzymes' relates to biology and is similar to the original term, indicating partial leakage.",deepseek-r1-distill-llama-70b
16,aaa proteins,aa tissues,2.0,2: 'aa tissues' is too broad and does not specify 'proteins'.,deepseek-r1-distill-llama-70b
16,aaa proteins,aaa enzymes,4.0,"4: 'aaa enzymes' is similar to 'aaa proteins', indicating some leakage.",deepseek-r1-distill-llama-70b
16,aaa proteins,gierasch formation,1.0,1: 'gierasch formation' is specific and unrelated to the original text.,deepseek-r1-distill-llama-70b
16,aaa proteins,aaa proteins,5.0,"5: 'aaa proteins' is identical to the original text, revealing all information.",deepseek-r1-distill-llama-70b
16,aaa proteins,aaa protein,5.0,5: 'aaa protein' is singular but still reveals the specific term.,deepseek-r1-distill-llama-70b
40,antigens expressed by lung epithelial cells,antigen concern derivative volchok which cells,3.0,Contains 'antigen' and 'cells' but adds unrelated words.,deepseek-r1-distill-llama-70b
40,antigens expressed by lung epithelial cells,bmps doubt by pneumonia green-colored tissues,3.0,References 'pneumonia' and 'tissues' related to the original.,deepseek-r1-distill-llama-70b
40,antigens expressed by lung epithelial cells,mysliveček attorneys-general by diagnosed epithelium cell,4.0,"Includes 'epithelium cell', a direct term from the original.",deepseek-r1-distill-llama-70b
40,antigens expressed by lung epithelial cells,antigens voiced adek lung membrane tissue,4.0,"Retains 'antigens' and 'lung,' similar to the original.",deepseek-r1-distill-llama-70b
40,antigens expressed by lung epithelial cells,hassanat expressed gaacx pneumonia epithelial cell,4.0,"Maintains 'expressed,' 'epithelial cell,' and 'pneumonia' from the original.",deepseek-r1-distill-llama-70b
40,antigens expressed by lung epithelial cells,disfavored have by pneumonia necrosis embryo,3.0,Mentions 'pneumonia' but unrelated otherwise.,deepseek-r1-distill-llama-70b
40,antigens expressed by lung epithelial cells,antigens franchuk ago thakre epithelium cell,4.0,Retains 'antigens' and 'epithelium cell' from the original.,deepseek-r1-distill-llama-70b
40,antigens expressed by lung epithelial cells,haplogroups met biweekly chest erlach fibroblasts,2.0,"Only 'chest' relates to the original, otherwise unrelated.",deepseek-r1-distill-llama-70b
40,antigens expressed by lung epithelial cells,antigen expressing after small-cell surface cells,3.0,Includes 'antigen' and 'expressing' from the original.,deepseek-r1-distill-llama-70b
40,antigens expressed by lung epithelial cells,lomibao his was carried epithelial cell,3.0,Retains 'epithelial cell' but adds unrelated terms.,deepseek-r1-distill-llama-70b
15,atpase and apoptosis,homeworld arizona neuronal,1.0,No leakage: homeworld arizona neuronal,deepseek-r1-distill-llama-70b
15,atpase and apoptosis,protozoans through inhibition,1.0,No leakage: protozoans through inhibition,deepseek-r1-distill-llama-70b
15,atpase and apoptosis,atpase counter translocation,3.0,Partial leakage: atpase counter translocation,deepseek-r1-distill-llama-70b
15,atpase and apoptosis,ukai and k.j.,1.0,No leakage: ukai and k.j.,deepseek-r1-distill-llama-70b
15,atpase and apoptosis,bustling albanian apoptosis,3.0,Partial leakage: bustling albanian apoptosis,deepseek-r1-distill-llama-70b
15,atpase and apoptosis,domain bankrupt excitotoxicity,1.0,No leakage: domain bankrupt excitotoxicity,deepseek-r1-distill-llama-70b
15,atpase and apoptosis,yuichiro and mitochondrial,1.0,No leakage: yuichiro and mitochondrial,deepseek-r1-distill-llama-70b
15,atpase and apoptosis,acro and apoptosis,3.0,Partial leakage: acro and apoptosis,deepseek-r1-distill-llama-70b
15,atpase and apoptosis,geocast all apoptotic,3.0,Partial leakage: geocast all apoptotic,deepseek-r1-distill-llama-70b
15,atpase and apoptosis,atpase lipiny apoptosis,5.0,Complete leakage: atpase lipiny apoptosis,deepseek-r1-distill-llama-70b
11,carcinogenesis and hairless mice,dunch racener slathered rats,4.0,"Leakage: 'racener' and 'slathered' somewhat relate to the original terms, but most information is obscured.",deepseek-r1-distill-llama-70b
11,carcinogenesis and hairless mice,world-view and schmaltzy mice,2.0,"Partial leakage: 'mice' is correct, but 'schmaltzy' doesn't relate to 'hairless'.",deepseek-r1-distill-llama-70b
11,carcinogenesis and hairless mice,lamont created bald rats,3.0,Moderate leakage: 'bald' relates to 'hairless' but the rest is different.,deepseek-r1-distill-llama-70b
11,carcinogenesis and hairless mice,carcinogenesis similar fables rats,5.0,Complete leakage: 'carcinogenesis' is present.,deepseek-r1-distill-llama-70b
11,carcinogenesis and hairless mice,akseki affordability torsos rabbits,1.0,No leakage: completely unrelated terms.,deepseek-r1-distill-llama-70b
11,carcinogenesis and hairless mice,u.s.open trissino hairless mouse,2.0,Partial leakage: 'hairless' is present but context is lost.,deepseek-r1-distill-llama-70b
11,carcinogenesis and hairless mice,ghassem finley salamanders humans,1.0,No leakage: completely unrelated terms.,deepseek-r1-distill-llama-70b
11,carcinogenesis and hairless mice,interst united spindly succeed,1.0,No leakage: completely unrelated terms.,deepseek-r1-distill-llama-70b
11,carcinogenesis and hairless mice,sondershausen inbal pang humans,1.0,No leakage: completely unrelated terms.,deepseek-r1-distill-llama-70b
