id,text,obfuscatedText,score,justification,model
16,aaa proteins,aa protein,0.7,"The obfuscated text 'aa protein' retains the core information of the original text but reduces the plurality, resulting in moderate leakage.",deepseek-r1-distill-llama-70b
16,aaa proteins,aa proteins,0.8,"The obfuscated text 'aa proteins' closely resembles the original text, with minimal changes, leading to high leakage.",deepseek-r1-distill-llama-70b
16,aaa proteins,endtag proteins,0.7,"The obfuscated text 'endtag proteins' introduces an extra term but retains the core information, causing significant leakage.",deepseek-r1-distill-llama-70b
16,aaa proteins,aa enzymes,0.5,"The obfuscated text 'aa enzymes' replaces 'proteins' with 'enzymes,' reducing but not eliminating leakage.",deepseek-r1-distill-llama-70b
16,aaa proteins,rickd genes,0.4,"The obfuscated text 'rickd genes' replaces both terms, reducing leakage further.",deepseek-r1-distill-llama-70b
16,aaa proteins,aa protein,0.7,"The obfuscated text 'aa protein' retains the core information of the original text but reduces the plurality, resulting in moderate leakage.",deepseek-r1-distill-llama-70b
16,aaa proteins,aa protein,0.7,"The obfuscated text 'aa protein' retains the core information of the original text but reduces the plurality, resulting in moderate leakage.",deepseek-r1-distill-llama-70b
16,aaa proteins,_____________________________________________ lipids,0.2,"The obfuscated text '_____________________________________________ lipids' introduces substantial noise, significantly reducing leakage.",deepseek-r1-distill-llama-70b
16,aaa proteins,aa proteins,0.8,"The obfuscated text 'aa proteins' closely resembles the original text, with minimal changes, leading to high leakage.",deepseek-r1-distill-llama-70b
16,aaa proteins,aa genes,0.5,"The obfuscated text 'aa genes' replaces 'proteins' with 'genes,' reducing leakage.",deepseek-r1-distill-llama-70b
40,antigens expressed by lung epithelial cells,antigens concern been lung epithelium cell,0.2,antigens expressed by lung epithelial cells,deepseek-r1-distill-llama-70b
40,antigens expressed by lung epithelial cells,antigens expressing by lung epithelium cell,0.8,antigens expressing by lung epithelium cell,deepseek-r1-distill-llama-70b
40,antigens expressed by lung epithelial cells,antigens expressing being cancer epithelial cell,0.3,antigens expressing being cancer epithelial cell,deepseek-r1-distill-llama-70b
40,antigens expressed by lung epithelial cells,antibodies expressed same cancer epithelium cell,0.4,antibodies expressed same cancer epithelium cell,deepseek-r1-distill-llama-70b
40,antigens expressed by lung epithelial cells,antigens expressed be cancer epithelial cell,0.5,antigens expressed be cancer epithelial cell,deepseek-r1-distill-llama-70b
40,antigens expressed by lung epithelial cells,antigen expressing by cancer epithelium cell,0.6,antigen expressing by cancer epithelium cell,deepseek-r1-distill-llama-70b
40,antigens expressed by lung epithelial cells,antigen voiced which lung epithelium cell,0.1,antigen voiced which lung epithelium cell,deepseek-r1-distill-llama-70b
40,antigens expressed by lung epithelial cells,antigens expressing by liver epithelium cells,0.4,antigens expressing by liver epithelium cells,deepseek-r1-distill-llama-70b
40,antigens expressed by lung epithelial cells,antigen welcomed being lung epithelium cells,0.3,antigens welcomed being lung epithelium cells,deepseek-r1-distill-llama-70b
40,antigens expressed by lung epithelial cells,antigens expressing by cancer mammalian cell,0.5,antigens expressing by cancer mammalian cell,deepseek-r1-distill-llama-70b
15,atpase and apoptosis,atpase and overexpression,0.5,Contains 'atpase' but replaces 'apoptosis' with 'overexpression.,deepseek-r1-distill-llama-70b
15,atpase and apoptosis,magnetoencephalography and neuronal,0.0,Completely unrelated terms.,deepseek-r1-distill-llama-70b
15,atpase and apoptosis,atpases and apoptosis,0.9,"Both terms are present, with 'atpase' pluralized.",deepseek-r1-distill-llama-70b
