id,text,obfuscatedText,score,justification,model
16,aaa proteins,aaa proteins,5.0,Complete information leakage as the obfuscated text is identical to the original text.,llama-3.3-70b-versatile
16,aaa proteins,aaa proteins,5.0,Complete information leakage as the obfuscated text is identical to the original text.,llama-3.3-70b-versatile
16,aaa proteins,aaa proteins,5.0,Complete information leakage as the obfuscated text is identical to the original text.,llama-3.3-70b-versatile
16,aaa proteins,aaa proteins,5.0,Complete information leakage as the obfuscated text is identical to the original text.,llama-3.3-70b-versatile
16,aaa proteins,aaa proteins,5.0,Complete information leakage as the obfuscated text is identical to the original text.,llama-3.3-70b-versatile
16,aaa proteins,aaa proteins,5.0,Complete information leakage as the obfuscated text is identical to the original text.,llama-3.3-70b-versatile
16,aaa proteins,aaa proteins,5.0,Complete information leakage as the obfuscated text is identical to the original text.,llama-3.3-70b-versatile
16,aaa proteins,aaa proteins,5.0,Complete information leakage as the obfuscated text is identical to the original text.,llama-3.3-70b-versatile
16,aaa proteins,aaa proteins,5.0,Complete information leakage as the obfuscated text is identical to the original text.,llama-3.3-70b-versatile
16,aaa proteins,aaa proteins,5.0,Complete information leakage as the obfuscated text is identical to the original text.,llama-3.3-70b-versatile
40,antigens expressed by lung epithelial cells,antigens expressed by lung epithelial cells,5.0,The obfuscated text is identical to the original text,llama-3.3-70b-versatile
40,antigens expressed by lung epithelial cells,antigens expressed by lung epithelial cells,5.0,The obfuscated text is identical to the original text,llama-3.3-70b-versatile
40,antigens expressed by lung epithelial cells,antigens expressed was lung epithelial cells,4.0,"The word 'expressed' is replaced with 'was', which slightly changes the meaning",llama-3.3-70b-versatile
40,antigens expressed by lung epithelial cells,antigens similarly eviscerated lung epithelial cells,2.0,"The word 'expressed' is replaced with 'similarly eviscerated', which significantly changes the meaning",llama-3.3-70b-versatile
40,antigens expressed by lung epithelial cells,antigens expressed by lung epithelial cells,5.0,The obfuscated text is identical to the original text,llama-3.3-70b-versatile
40,antigens expressed by lung epithelial cells,antigens 166.50 by lung epithelial cells,1.0,"The word 'expressed' is replaced with '166.50', which is a completely different term",llama-3.3-70b-versatile
40,antigens expressed by lung epithelial cells,antigens expressed by lung epithelial adiponectin,3.0,"The word 'cells' is followed by 'adiponectin', which adds extra information",llama-3.3-70b-versatile
40,antigens expressed by lung epithelial cells,antigens voiced by lung epithelial cells,4.0,"The word 'expressed' is replaced with 'voiced', which slightly changes the meaning",llama-3.3-70b-versatile
40,antigens expressed by lung epithelial cells,antigens expressed impressed lung epithelial cells,4.0,"The word 'expressed' is replaced with 'expressed impressed', which slightly changes the meaning",llama-3.3-70b-versatile
40,antigens expressed by lung epithelial cells,antigens met by lung epithelial cells,4.0,"The word 'expressed' is replaced with 'met', which slightly changes the meaning",llama-3.3-70b-versatile
15,atpase and apoptosis,atpase and apoptosis,5.0,No obfuscation,llama-3.3-70b-versatile
15,atpase and apoptosis,atpase george apoptosis,4.0,Added irrelevant word,llama-3.3-70b-versatile
15,atpase and apoptosis,atpase and apoptosis,5.0,No obfuscation,llama-3.3-70b-versatile
15,atpase and apoptosis,atpase including apoptosis,4.0,Added synonymous word,llama-3.3-70b-versatile
15,atpase and apoptosis,atpase as apoptosis,4.0,Added ambiguous word,llama-3.3-70b-versatile
15,atpase and apoptosis,atpase sigmon apoptosis,4.0,Added irrelevant word,llama-3.3-70b-versatile
15,atpase and apoptosis,atpase filipino apoptosis,4.0,Added irrelevant word,llama-3.3-70b-versatile
15,atpase and apoptosis,atpase through apoptosis,4.0,Added synonymous word,llama-3.3-70b-versatile
15,atpase and apoptosis,atpase and apoptosis,5.0,No obfuscation,llama-3.3-70b-versatile
15,atpase and apoptosis,atpase accelerating apoptosis,3.0,Added related word,llama-3.3-70b-versatile
11,carcinogenesis and hairless mice,carcinogenesis and hairless mice,5.0,The obfuscated text is identical to the original text,llama-3.3-70b-versatile
11,carcinogenesis and hairless mice,carcinogenesis and hairless mice,5.0,The obfuscated text is identical to the original text,llama-3.3-70b-versatile
11,carcinogenesis and hairless mice,carcinogenesis men hairless mice,3.0,"The word 'and' is replaced with 'men', indicating some information leakage",llama-3.3-70b-versatile
11,carcinogenesis and hairless mice,carcinogenesis that hairless mice,3.0,"The word 'and' is replaced with 'that', indicating some information leakage",llama-3.3-70b-versatile
11,carcinogenesis and hairless mice,carcinogenesis jeng hairless mice,3.0,"The word 'and' is replaced with 'jeng', indicating some information leakage",llama-3.3-70b-versatile
11,carcinogenesis and hairless mice,carcinogenesis and hairless mice,5.0,The obfuscated text is identical to the original text,llama-3.3-70b-versatile
11,carcinogenesis and hairless mice,carcinogenesis hmccoy@daytondailynews.com hairless mice,4.0,"The word 'and' is replaced with an email address, indicating some information leakage",llama-3.3-70b-versatile
11,carcinogenesis and hairless mice,carcinogenesis threatened hairless mice,3.0,"The word 'and' is replaced with 'threatened', indicating some information leakage",llama-3.3-70b-versatile
11,carcinogenesis and hairless mice,carcinogenesis and hairless mice,5.0,The obfuscated text is identical to the original text,llama-3.3-70b-versatile
11,carcinogenesis and hairless mice,carcinogenesis and hairless mice,5.0,The obfuscated text is identical to the original text,llama-3.3-70b-versatile
25,cause of scleroderma,inhibits colleges scleroderma,2.0,The obfuscated text 'inhibits colleges scleroderma' has a score of 2 because it does not reveal the cause of scleroderma,llama-3.3-70b-versatile
25,cause of scleroderma,cause of scleroderma,5.0,The obfuscated text 'cause of scleroderma' has a score of 5 because it completely reveals the cause of scleroderma,llama-3.3-70b-versatile
25,cause of scleroderma,cause acquiescence scleroderma,4.0,The obfuscated text 'cause acquiescence scleroderma' has a score of 4 because it partially reveals the cause of scleroderma,llama-3.3-70b-versatile
25,cause of scleroderma,cause towns scleroderma,4.0,The obfuscated text 'cause towns scleroderma' has a score of 4 because it partially reveals the cause of scleroderma,llama-3.3-70b-versatile
25,cause of scleroderma,straightener of scleroderma,2.0,The obfuscated text 'straightener of scleroderma' has a score of 2 because it does not reveal the cause of scleroderma,llama-3.3-70b-versatile
25,cause of scleroderma,cause masvingo scleroderma,4.0,The obfuscated text 'cause masvingo scleroderma' has a score of 4 because it partially reveals the cause of scleroderma,llama-3.3-70b-versatile
25,cause of scleroderma,edegasero@ap.org virtue scleroderma,1.0,The obfuscated text 'edegasero@ap.org virtue scleroderma' has a score of 1 because it does not reveal the cause of scleroderma,llama-3.3-70b-versatile
25,cause of scleroderma,cause of scleroderma,5.0,The obfuscated text 'cause of scleroderma' has a score of 5 because it completely reveals the cause of scleroderma,llama-3.3-70b-versatile
25,cause of scleroderma,cause of scleroderma,5.0,The obfuscated text 'cause of scleroderma' has a score of 5 because it completely reveals the cause of scleroderma,llama-3.3-70b-versatile
25,cause of scleroderma,cause of scleroderma,5.0,The obfuscated text 'cause of scleroderma' has a score of 5 because it completely reveals the cause of scleroderma,llama-3.3-70b-versatile
19,comparison of promoters of gal1 and suc1,comparison of e2f of feldman and creators,2.0,The obfuscated text 'comparison of e2f of feldman and creators' has a score of 2 because it still contains the word 'comparison' but the context is completely different.,llama-3.3-70b-versatile
19,comparison of promoters of gal1 and suc1,comparison as unf-unp of degennaro and romp,2.0,The obfuscated text 'comparison as unf-unp of degennaro and romp' has a score of 2 because it contains the word 'comparison' but the rest of the text is unrelated.,llama-3.3-70b-versatile
19,comparison of promoters of gal1 and suc1,liko stuff sillanpää of semiannually food 13:27,1.0,The obfuscated text 'liko stuff sillanpää of semiannually food 13:27' has a score of 1 because it does not contain any related information.,llama-3.3-70b-versatile
19,comparison of promoters of gal1 and suc1,truncation of promoters making active and illusionistic,4.0,The obfuscated text 'truncation of promoters making active and illusionistic' has a score of 4 because it contains the word 'promoters' and is related to the original text.,llama-3.3-70b-versatile
19,comparison of promoters of gal1 and suc1,comparison lies promoters of aifl society cohost,3.0,The obfuscated text 'comparison lies promoters of aifl society cohost' has a score of 3 because it contains the words 'comparison' and 'promoters' but the context is different.,llama-3.3-70b-versatile
19,comparison of promoters of gal1 and suc1,comparison well promoters of szewczyk rohch tasking,3.0,The obfuscated text 'comparison well promoters of szewczyk rohch tasking' has a score of 3 because it contains the words 'comparison' and 'promoters' but the context is different.,llama-3.3-70b-versatile
19,comparison of promoters of gal1 and suc1,comparison dolza promoters of quai ones co-pilot,3.0,The obfuscated text 'comparison dolza promoters of quai ones co-pilot' has a score of 3 because it contains the words 'comparison' and 'promoters' but the context is different.,llama-3.3-70b-versatile
19,comparison of promoters of gal1 and suc1,comparison of promoters of compared there somerset,4.0,The obfuscated text 'comparison of promoters of compared there somerset' has a score of 4 because it contains the words 'comparison' and 'promoters' and is related to the original text.,llama-3.3-70b-versatile
19,comparison of promoters of gal1 and suc1,"comparison some promoters of 1,707 and 1490s",3.0,"The obfuscated text 'comparison some promoters of 1,707 and 1490s' has a score of 3 because it contains the words 'comparison' and 'promoters' but the context is different.",llama-3.3-70b-versatile
19,comparison of promoters of gal1 and suc1,comparison of promoters of copia and secured,4.0,The obfuscated text 'comparison of promoters of copia and secured' has a score of 4 because it contains the words 'comparison' and 'promoters' and is related to the original text.,llama-3.3-70b-versatile
8,correlation between dna repair pathways and skin cancer,correlation between dna repair völsung melani skin cancer,2.0,"The word 'völsung melani' is inserted, which seems unrelated to the original text, thus minimal information leakage",llama-3.3-70b-versatile
8,correlation between dna repair pathways and skin cancer,correlation between dna repair pathways alumhg skin cancer,2.0,"The word 'alumhg' is inserted, which seems unrelated to the original text, thus minimal information leakage",llama-3.3-70b-versatile
8,correlation between dna repair pathways and skin cancer,isaacson between dna repair pathways also skin cancer,2.0,"The word 'isaacson' is used instead of 'correlation', which changes the meaning of the sentence, thus minimal information leakage",llama-3.3-70b-versatile
8,correlation between dna repair pathways and skin cancer,correlation between dna repair pathways and skin cancer,5.0,"The text is identical to the original, thus complete information leakage",llama-3.3-70b-versatile
8,correlation between dna repair pathways and skin cancer,correlation 500-800 dna repair pathways and skin cancer,2.0,"The word '500-800' is inserted, which seems unrelated to the original text, thus minimal information leakage",llama-3.3-70b-versatile
8,correlation between dna repair pathways and skin cancer,correlation between dna repair pathways also skin cancer,3.0,"The word 'also' is used instead of 'and', which slightly changes the meaning of the sentence, thus some information leakage",llama-3.3-70b-versatile
8,correlation between dna repair pathways and skin cancer,correlation between dna repair pathways other skin cancer,3.0,"The word 'other' is used instead of 'and', which slightly changes the meaning of the sentence, thus some information leakage",llama-3.3-70b-versatile
8,correlation between dna repair pathways and skin cancer,correlation between dna repair pathways and skin cancer,5.0,"The text is identical to the original, thus complete information leakage",llama-3.3-70b-versatile
8,correlation between dna repair pathways and skin cancer,correlation between dna repair pathways axel skin cancer,2.0,"The word 'axel' is inserted, which seems unrelated to the original text, thus minimal information leakage",llama-3.3-70b-versatile
8,correlation between dna repair pathways and skin cancer,noted between dna repair pathways and skin cancer,2.0,"The word 'noted' is used instead of 'correlation', which changes the meaning of the sentence, thus minimal information leakage",llama-3.3-70b-versatile
7,dna repair and oxidative stress,dna repair judas oxidative stress,4.0,"The word 'judas' is unrelated to the original text, but 'dna repair' and 'oxidative stress' are present",llama-3.3-70b-versatile
7,dna repair and oxidative stress,dna repair boxwoods oxidative stress,4.0,"The word 'boxwoods' is unrelated to the original text, but 'dna repair' and 'oxidative stress' are present",llama-3.3-70b-versatile
7,dna repair and oxidative stress,dna repair number oxidative stress,4.0,"The word 'number' is unrelated to the original text, but 'dna repair' and 'oxidative stress' are present",llama-3.3-70b-versatile
7,dna repair and oxidative stress,father/son repair and oxidative stress,3.0,"The words 'father/son' and 'repair' are somewhat related to the original text, but 'dna' is missing",llama-3.3-70b-versatile
7,dna repair and oxidative stress,dna repair and oxidative stress,5.0,The text is identical to the original text,llama-3.3-70b-versatile
7,dna repair and oxidative stress,dna repair and oxidative stress,5.0,The text is identical to the original text,llama-3.3-70b-versatile
7,dna repair and oxidative stress,dna repair wynnewood oxidative 15-square,4.0,"The words 'wynnewood' and '15-square' are unrelated to the original text, and 'dna repair' and 'oxidative stress' are partially present",llama-3.3-70b-versatile
7,dna repair and oxidative stress,dna 64.97 and oxidative sisters,4.0,"The words '64.97' and 'sisters' are unrelated to the original text, and 'dna' and 'oxidative stress' are partially present",llama-3.3-70b-versatile
7,dna repair and oxidative stress,dna repair hand oxidative stress,4.0,"The word 'hand' is unrelated to the original text, but 'dna repair' and 'oxidative stress' are present",llama-3.3-70b-versatile
7,dna repair and oxidative stress,agresearch repair daughter oxidative stress,4.0,"The words 'agresearch' and 'daughter' are unrelated to the original text, but 'repair' and 'oxidative stress' are present",llama-3.3-70b-versatile
17,do1 antibody,eisleben antibody,1.0,"The word 'eisleben' is unrelated to 'do1', so it's a 1",llama-3.3-70b-versatile
17,do1 antibody,relatives antibody,1.0,"The word 'relatives' is unrelated to 'do1', so it's a 1",llama-3.3-70b-versatile
17,do1 antibody,laxminarayan antibody,1.0,"The word 'laxminarayan' is unrelated to 'do1', so it's a 1",llama-3.3-70b-versatile
17,do1 antibody,hopson antibody,1.0,"The word 'hopson' is unrelated to 'do1', so it's a 1",llama-3.3-70b-versatile
17,do1 antibody,156.8 antibody,1.0,"The number '156.8' is unrelated to 'do1', so it's a 1",llama-3.3-70b-versatile
17,do1 antibody,balkars antibody,1.0,"The word 'balkars' is unrelated to 'do1', so it's a 1",llama-3.3-70b-versatile
17,do1 antibody,venables antibody,1.0,"The word 'venables' is unrelated to 'do1', so it's a 1",llama-3.3-70b-versatile
17,do1 antibody,liikanen antibody,1.0,"The word 'liikanen' is unrelated to 'do1', so it's a 1",llama-3.3-70b-versatile
17,do1 antibody,magnus antibody,1.0,"The word 'magnus' is unrelated to 'do1', so it's a 1",llama-3.3-70b-versatile
17,do1 antibody,calaveras antibody,1.0,"The word 'calaveras' is unrelated to 'do1', so it's a 1",llama-3.3-70b-versatile
14,expression or regulation of tgfb in hnscc cancers,expression or regulation of deion herr shabran cancers,1.0,"The word 'tgfb' is replaced with 'deion herr shabran', which is unrelated, so the score is 1",llama-3.3-70b-versatile
14,expression or regulation of tgfb in hnscc cancers,expression does regulation of flowered in antebellum cancers,1.0,"The word 'tgfb' is replaced with 'flowered', which is unrelated, so the score is 1",llama-3.3-70b-versatile
