id,text,obfuscatedText,score,justification,model
19335,anthropological definition of environment,anthropological the the organisation,3.0,Retains 'anthropological' but loses clarity on 'definition of environment',deepseek-r1-distill-llama-70b
19335,anthropological definition of environment,anthropological chopko pile environment,4.0,Retains two key terms with some distortion,deepseek-r1-distill-llama-70b
19335,anthropological definition of environment,eastpointe definition mayor environment,2.0,"Only 'definition' and 'environment' remain, less specific",deepseek-r1-distill-llama-70b
19335,anthropological definition of environment,anthropological came leeds public,1.0,"Only 'anthropological' remains, no other key terms",deepseek-r1-distill-llama-70b
19335,anthropological definition of environment,44-man definition people private-owned,2.0,'definition' is present but without 'anthropological' and 'environment',deepseek-r1-distill-llama-70b
19335,anthropological definition of environment,volgan definition tests environment,2.0,'definition' and 'environment' remain but not 'anthropological',deepseek-r1-distill-llama-70b
19335,anthropological definition of environment,anthropological definition clashes environment,4.0,Almost complete retention of key terms with slight distortion,deepseek-r1-distill-llama-70b
19335,anthropological definition of environment,anthropological hematological tim environment,3.0,'anthropological' and 'environment' remain but with added terms,deepseek-r1-distill-llama-70b
19335,anthropological definition of environment,anthropological definition of environment,5.0,Complete retention of the original text,deepseek-r1-distill-llama-70b
19335,anthropological definition of environment,anthropological nigerien of environment,3.0,'anthropological' and 'environment' remain but 'definition' is altered,deepseek-r1-distill-llama-70b
47923,axon terminals or synaptic knob definition,7-23 terminals or synaptic knob definition,4.0,"Maintains 'terminals or synaptic knob definition' with minor number replacement at the start, so significant leakage.",deepseek-r1-distill-llama-70b
47923,axon terminals or synaptic knob definition,axon terminals or synaptic knob definition,5.0,"Identical to the original text, hence complete leakage.",deepseek-r1-distill-llama-70b
47923,axon terminals or synaptic knob definition,axon terminals might synaptic knob cyberspace,3.0,"Replaces 'or' with 'might' and 'definition' with 'cyberspace', partial leakage.",deepseek-r1-distill-llama-70b
47923,axon terminals or synaptic knob definition,axon terminals or knaap knob definition,3.0,"Replaces 'synaptic' with 'knaap', moderate leakage.",deepseek-r1-distill-llama-70b
