id,text,obfuscatedText,score,justification,model
16,aaa proteins,parentheses dalcin,1.0,Unrelated to proteins,deepseek-r1-distill-llama-70b
16,aaa proteins,brzeski scalar,1.0,Unrelated to proteins,deepseek-r1-distill-llama-70b
16,aaa proteins,nor'easter cac-40,1.0,Unrelated to proteins,deepseek-r1-distill-llama-70b
16,aaa proteins,bba complementarity,3.0,Possibly hints at biochemical term,deepseek-r1-distill-llama-70b
16,aaa proteins,thaugsuban a-ride,1.0,Unrelated to proteins,deepseek-r1-distill-llama-70b
16,aaa proteins,dur permutations,1.0,Unrelated to proteins,deepseek-r1-distill-llama-70b
16,aaa proteins,lidback sphingidae,1.0,Unrelated to proteins,deepseek-r1-distill-llama-70b
16,aaa proteins,intermountain kremlin,1.0,Unrelated to proteins,deepseek-r1-distill-llama-70b
16,aaa proteins,"domitien 141,300",1.0,Unrelated to proteins,deepseek-r1-distill-llama-70b
16,aaa proteins,baronetcies endothelial,2.0,Mildly related biological term,deepseek-r1-distill-llama-70b
40,antigens expressed by lung epithelial cells,jogbra tantawi souflias satb brajesh utaka,1.0,No leakage: completely unrelated terms.,deepseek-r1-distill-llama-70b
40,antigens expressed by lung epithelial cells,levassor olusegun unpopular 1975-79 davis-monthan calcium,2.0,"Some leakage: contains 'calcium', which is related to biology.",deepseek-r1-distill-llama-70b
40,antigens expressed by lung epithelial cells,pizango hota e-mail disparities degeneration cells,3.0,"Partial leakage: contains 'cells', which is part of the original text.",deepseek-r1-distill-llama-70b
40,antigens expressed by lung epithelial cells,chea incomes micklethwait bernanke endothelial semicha,3.0,"Partial leakage: contains 'endothelial', which is related to cells.",deepseek-r1-distill-llama-70b
40,antigens expressed by lung epithelial cells,igad italians cbrc boston.com msts cells,3.0,"Partial leakage: contains 'cells', which is part of the original text.",deepseek-r1-distill-llama-70b
40,antigens expressed by lung epithelial cells,ptech muttawakil mollison orinoco taument flann,1.0,No leakage: completely unrelated terms.,deepseek-r1-distill-llama-70b
40,antigens expressed by lung epithelial cells,augen chiat rudolph nah underbody micropolitan,1.0,No leakage: completely unrelated terms.,deepseek-r1-distill-llama-70b
40,antigens expressed by lung epithelial cells,.833 ciller parnaz svensktoppen gonville bafta-nominated,1.0,No leakage: completely unrelated terms.,deepseek-r1-distill-llama-70b
40,antigens expressed by lung epithelial cells,encephalitis catered green-white-checker akebono venous perrier,2.0,Some leakage: contains medical terms but not specific.,deepseek-r1-distill-llama-70b
40,antigens expressed by lung epithelial cells,second-round bellingham jantjes perihelion khachmaz two-light,1.0,No leakage: completely unrelated terms.,deepseek-r1-distill-llama-70b
15,atpase and apoptosis,cominges puck rash,1.0,No apparent connection to the original terms.,deepseek-r1-distill-llama-70b
15,atpase and apoptosis,arrestingly recanted badami,1.0,No apparent connection to the original terms.,deepseek-r1-distill-llama-70b
15,atpase and apoptosis,qingquan poelten eccellenza,1.0,No apparent connection to the original terms.,deepseek-r1-distill-llama-70b
15,atpase and apoptosis,endowed mohammadabad marui,1.0,No apparent connection to the original terms.,deepseek-r1-distill-llama-70b
15,atpase and apoptosis,sergey vrbanja barq,1.0,No apparent connection to the original terms.,deepseek-r1-distill-llama-70b
15,atpase and apoptosis,"nadterechny 32,800 d-mi",1.0,No apparent connection to the original terms.,deepseek-r1-distill-llama-70b
