id,text,obfuscatedText,score,justification,model
16,aaa proteins,aaa molecules,0.8,High similarity in keywords,llama-3.3-70b-versatile
16,aaa proteins,hep molecules,0.2,Low similarity in keywords,llama-3.3-70b-versatile
16,aaa proteins,kondoa protein,0.1,Very low similarity in keywords,llama-3.3-70b-versatile
16,aaa proteins,aa proteins,0.9,High similarity in keywords,llama-3.3-70b-versatile
16,aaa proteins,aaa molecules,0.8,High similarity in keywords,llama-3.3-70b-versatile
16,aaa proteins,aa molecules,0.7,Medium similarity in keywords,llama-3.3-70b-versatile
16,aaa proteins,aaa enzymes,0.6,Medium similarity in keywords,llama-3.3-70b-versatile
16,aaa proteins,aa molecules,0.7,Medium similarity in keywords,llama-3.3-70b-versatile
16,aaa proteins,aaa proteins,0.99,Very high similarity in keywords,llama-3.3-70b-versatile
16,aaa proteins,aaa protein,0.98,Very high similarity in keywords,llama-3.3-70b-versatile
40,antigens expressed by lung epithelial cells,antigen expressing written lung epithelium cells,0.8,"The obfuscated text is very similar to the original text, with only minor changes in wording.",llama-3.3-70b-versatile
40,antigens expressed by lung epithelial cells,antigen expressing by cancer tissues cell,0.6,"The obfuscated text has changed the context of the original text, but still conveys similar information.",llama-3.3-70b-versatile
40,antigens expressed by lung epithelial cells,antigen expressing accompanied diagnosed epithelium cell,0.7,"The obfuscated text has added extra words, but the core information remains the same.",llama-3.3-70b-versatile
40,antigens expressed by lung epithelial cells,antigens voiced attributed lung epithelial tissue,0.7,"The obfuscated text has changed the wording, but the meaning is still similar to the original text.",llama-3.3-70b-versatile
40,antigens expressed by lung epithelial cells,antigen expressed easily pneumonia epithelial cell,0.5,"The obfuscated text has changed the disease mentioned, but the context is still similar.",llama-3.3-70b-versatile
40,antigens expressed by lung epithelial cells,antigen concern by pneumonia epithelium cells,0.4,"The obfuscated text has changed the wording and context, but some information is still similar.",llama-3.3-70b-versatile
40,antigens expressed by lung epithelial cells,antigens expressing earlier emphysema epithelium cell,0.5,"The obfuscated text has changed the disease mentioned and the wording, but some information is still similar.",llama-3.3-70b-versatile
40,antigens expressed by lung epithelial cells,antigen voiced by chest epithelium cell,0.4,"The obfuscated text has changed the wording and context, but some information is still similar.",llama-3.3-70b-versatile
40,antigens expressed by lung epithelial cells,antigen expressing after small-cell epithelial cells,0.5,"The obfuscated text has changed the wording and context, but some information is still similar.",llama-3.3-70b-versatile
40,antigens expressed by lung epithelial cells,deactivating expressing was lungs epithelial cell,0.1,The obfuscated text has very little similarity to the original text.,llama-3.3-70b-versatile
15,atpase and apoptosis,mao-a well neuronal,0.2,"Unrelated terms, minimal leakage",llama-3.3-70b-versatile
15,atpase and apoptosis,efflux in inhibition,0.1,"Unrelated terms, minimal leakage",llama-3.3-70b-versatile
15,atpase and apoptosis,atpase both apoptotic,0.8,"Similar terms, high leakage",llama-3.3-70b-versatile
15,atpase and apoptosis,mao-a and p53,0.3,"Unrelated terms, moderate leakage",llama-3.3-70b-versatile
15,atpase and apoptosis,bustling and apoptosis,0.6,"Similar terms, moderate leakage",llama-3.3-70b-versatile
15,atpase and apoptosis,atpases . autophagy,0.7,"Related terms, high leakage",llama-3.3-70b-versatile
15,atpase and apoptosis,atpases and apoptotic,0.9,"Related terms, high leakage",llama-3.3-70b-versatile
15,atpase and apoptosis,acro and apoptosis,0.4,"Unrelated terms, moderate leakage",llama-3.3-70b-versatile
15,atpase and apoptosis,atpases both apoptotic,0.85,"Related terms, high leakage",llama-3.3-70b-versatile
15,atpase and apoptosis,atpase and/or apoptosis,0.95,"Similar terms, very high leakage",llama-3.3-70b-versatile
11,carcinogenesis and hairless mice,oncogenesis spoolname slathered rats,0.2,The word 'oncogenesis' is related to 'carcinogenesis' but 'spoolname slathered rats' is unrelated to 'hairless mice'.,llama-3.3-70b-versatile
11,carcinogenesis and hairless mice,tumorigenesis and scaly mice,0.6,The word 'tumorigenesis' is related to 'carcinogenesis' and 'scaly mice' is somewhat related to 'hairless mice'.,llama-3.3-70b-versatile
11,carcinogenesis and hairless mice,nisa both leathery rats,0.1,The text 'nisa both leathery rats' is unrelated to the original text.,llama-3.3-70b-versatile
11,carcinogenesis and hairless mice,furthermore and hairy rats,0.4,"The word 'furthermore' is unrelated to the original text, but 'hairy rats' is somewhat related to 'hairless mice'.",llama-3.3-70b-versatile
11,carcinogenesis and hairless mice,lysekil 13 scaly rats,0.1,The text 'lysekil 13 scaly rats' is mostly unrelated to the original text.,llama-3.3-70b-versatile
11,carcinogenesis and hairless mice,scribing hahlt hairless rats,0.7,"The word 'scribing hahlt' is unrelated to the original text, but 'hairless rats' is related to 'hairless mice'.",llama-3.3-70b-versatile
11,carcinogenesis and hairless mice,carcinogenesis both succulent rats,0.3,"The word 'carcinogenesis' is the same as in the original text, but 'both succulent rats' is unrelated to 'hairless mice'.",llama-3.3-70b-versatile
11,carcinogenesis and hairless mice,carcinogenesis in hairy rats,0.8,The word 'carcinogenesis' is the same as in the original text and 'in hairy rats' is somewhat related to 'hairless mice'.,llama-3.3-70b-versatile
11,carcinogenesis and hairless mice,sondershausen and nuhv rats,0.0,The text 'sondershausen and nuhv rats' is unrelated to the original text.,llama-3.3-70b-versatile
11,carcinogenesis and hairless mice,carcinogenesis http://www.nifc.gov/ hairless rats,0.9,The word 'carcinogenesis' is the same as in the original text and 'http://www.nifc.gov/ hairless rats' is related to 'hairless mice'.,llama-3.3-70b-versatile
25,cause of scleroderma,causes of scleroderma,0.8,"The obfuscated text is very similar to the original text, with only a slight modification.",llama-3.3-70b-versatile
25,cause of scleroderma,"causes , lupus",0.2,"The obfuscated text is quite different from the original text, with a different disease mentioned.",llama-3.3-70b-versatile
25,cause of scleroderma,cause of gudiya,0.1,"The obfuscated text is unrelated to the original text, with a different topic mentioned.",llama-3.3-70b-versatile
25,cause of scleroderma,cause the scleroderma,0.7,"The obfuscated text is similar to the original text, with a slight rewording.",llama-3.3-70b-versatile
25,cause of scleroderma,causes the lupus,0.2,"The obfuscated text is quite different from the original text, with a different disease mentioned.",llama-3.3-70b-versatile
25,cause of scleroderma,causes and scleroderma,0.6,"The obfuscated text is related to the original text, but with a different focus.",llama-3.3-70b-versatile
25,cause of scleroderma,causes initial scleroderma,0.7,"The obfuscated text is similar to the original text, with a slight modification.",llama-3.3-70b-versatile
25,cause of scleroderma,caused of bhalla,0.1,"The obfuscated text is unrelated to the original text, with a different topic mentioned.",llama-3.3-70b-versatile
25,cause of scleroderma,causes many scleroderma,0.7,"The obfuscated text is similar to the original text, with a slight modification.",llama-3.3-70b-versatile
25,cause of scleroderma,cause nature evercreech,0.1,"The obfuscated text is unrelated to the original text, with a different topic mentioned.",llama-3.3-70b-versatile
19,comparison of promoters of gal1 and suc1,"comparing of promoter according casella , i.f.c.",0.2,The obfuscated text does not contain the original words 'gal1' and 'suc1'.,llama-3.3-70b-versatile
19,comparison of promoters of gal1 and suc1,example or promoter some #ccc both missed,0.1,The obfuscated text does not contain the original words 'gal1' and 'suc1'.,llama-3.3-70b-versatile
19,comparison of promoters of gal1 and suc1,comparison all promoter bb97 wtt and dido,0.3,The obfuscated text does not contain the original words 'gal1' and 'suc1'.,llama-3.3-70b-versatile
19,comparison of promoters of gal1 and suc1,comparing the promoter of whiny __________________________________ dixton,0.1,The obfuscated text does not contain the original words 'gal1' and 'suc1'.,llama-3.3-70b-versatile
19,comparison of promoters of gal1 and suc1,comparison addition promoter of pomersbach both 48.78,0.2,The obfuscated text does not contain the original words 'gal1' and 'suc1'.,llama-3.3-70b-versatile
19,comparison of promoters of gal1 and suc1,comparisons and promoter of southfields and mcmullen,0.1,The obfuscated text does not contain the original words 'gal1' and 'suc1'.,llama-3.3-70b-versatile
19,comparison of promoters of gal1 and suc1,comparison the promoter putting 2007-2008 both specialists,0.2,The obfuscated text does not contain the original words 'gal1' and 'suc1'.,llama-3.3-70b-versatile
19,comparison of promoters of gal1 and suc1,comparing the promoter of toghrul especially rockabye,0.1,The obfuscated text does not contain the original words 'gal1' and 'suc1'.,llama-3.3-70b-versatile
19,comparison of promoters of gal1 and suc1,comparison starting execs of schmidts and performing,0.1,The obfuscated text does not contain the original words 'gal1' and 'suc1'.,llama-3.3-70b-versatile
19,comparison of promoters of gal1 and suc1,comparison the promoter three kittipong both juq,0.1,The obfuscated text does not contain the original words 'gal1' and 'suc1'.,llama-3.3-70b-versatile
