id,text,obfuscatedText,score,justification,model
16,aaa proteins,aaa proteins,1.0,"The obfuscated text is identical to the original text, resulting in complete information leakage.",deepseek-r1-distill-llama-70b
16,aaa proteins,aaa proteins,1.0,"The obfuscated text is identical to the original text, resulting in complete information leakage.",deepseek-r1-distill-llama-70b
16,aaa proteins,aaa proteins,1.0,"The obfuscated text is identical to the original text, resulting in complete information leakage.",deepseek-r1-distill-llama-70b
16,aaa proteins,aaa proteins,1.0,"The obfuscated text is identical to the original text, resulting in complete information leakage.",deepseek-r1-distill-llama-70b
16,aaa proteins,aaa proteins,1.0,"The obfuscated text is identical to the original text, resulting in complete information leakage.",deepseek-r1-distill-llama-70b
16,aaa proteins,aaa proteins,1.0,"The obfuscated text is identical to the original text, resulting in complete information leakage.",deepseek-r1-distill-llama-70b
16,aaa proteins,tiare proteins,0.8,"The obfuscated text contains a different term but maintains the same context, resulting in partial information leakage.",deepseek-r1-distill-llama-70b
16,aaa proteins,intermountain proteins,0.6,"The obfuscated text contains a different term but maintains the same context, resulting in partial information leakage.",deepseek-r1-distill-llama-70b
16,aaa proteins,22000 proteins,0.5,"The obfuscated text contains a different term but maintains the same context, resulting in partial information leakage.",deepseek-r1-distill-llama-70b
16,aaa proteins,aaa proteins,1.0,"The obfuscated text is identical to the original text, resulting in complete information leakage.",deepseek-r1-distill-llama-70b
40,antigens expressed by lung epithelial cells,antigens expressed by semiclassical epithelial cells,0.3,"Minor distortion in 'semiclassical' but overall structure remains, some leakage.",deepseek-r1-distill-llama-70b
40,antigens expressed by lung epithelial cells,antigens olusegun by lung epithelial cells,0.2,"Distortion in 'olusegun' disrupts meaning but retains 'lung', moderate leakage.",deepseek-r1-distill-llama-70b
40,antigens expressed by lung epithelial cells,antigens expressed by lung epithelial cells,1.0,"No obfuscation, identical to original, complete leakage.",deepseek-r1-distill-llama-70b
40,antigens expressed by lung epithelial cells,antigens incomes by lung epithelial cells,0.1,"Distortion in 'incomes' disrupts meaning but retains 'lung', some leakage.",deepseek-r1-distill-llama-70b
40,antigens expressed by lung epithelial cells,antigens expressed by lung aafl cells,0.1,"Typo in 'aafl' makes term meaningless, low leakage.",deepseek-r1-distill-llama-70b
40,antigens expressed by lung epithelial cells,antigens intention by lung epithelial cells,0.1,"Distortion in 'intention' makes sentence nonsensical, low leakage.",deepseek-r1-distill-llama-70b
40,antigens expressed by lung epithelial cells,antigens expressed by lung epithelial cells,1.0,"No obfuscation, identical to original, complete leakage.",deepseek-r1-distill-llama-70b
40,antigens expressed by lung epithelial cells,antigens expressed by lung epithelial cells,1.0,"No obfuscation, identical to original, complete leakage.",deepseek-r1-distill-llama-70b
40,antigens expressed by lung epithelial cells,antigens expressed by lung epithelial cells,1.0,"No obfuscation, identical to original, complete leakage.",deepseek-r1-distill-llama-70b
40,antigens expressed by lung epithelial cells,antigens expressed by lung epithelial cells,1.0,"No obfuscation, identical to original, complete leakage.",deepseek-r1-distill-llama-70b
15,atpase and apoptosis,atpase right apoptosis,0.9,High leakage as original terms are present with minimal obfuscation,deepseek-r1-distill-llama-70b
15,atpase and apoptosis,atpase three apoptosis,0.9,High leakage as original terms are present with minimal obfuscation,deepseek-r1-distill-llama-70b
15,atpase and apoptosis,atpase and apoptosis,1.0,Complete leakage as the text is identical to the original,deepseek-r1-distill-llama-70b
15,atpase and apoptosis,atpase serves apoptosis,0.9,High leakage as original terms are present with minimal obfuscation,deepseek-r1-distill-llama-70b
15,atpase and apoptosis,atpase contortionists apoptosis,0.7,Moderate leakage due to an unusual inserted word,deepseek-r1-distill-llama-70b
15,atpase and apoptosis,atpase and d-mi,0.5,Low leakage as one term is partially obfuscated,deepseek-r1-distill-llama-70b
15,atpase and apoptosis,atpase having apoptosis,0.9,High leakage as original terms are present with minimal obfuscation,deepseek-r1-distill-llama-70b
15,atpase and apoptosis,atpase with apoptosis,0.9,High leakage as original terms are present with minimal obfuscation,deepseek-r1-distill-llama-70b
15,atpase and apoptosis,atpase methodologies apoptosis,0.9,High leakage as original terms are present with minimal obfuscation,deepseek-r1-distill-llama-70b
15,atpase and apoptosis,atpase and apoptosis,1.0,Complete leakage as the text is identical to the original,deepseek-r1-distill-llama-70b
11,carcinogenesis and hairless mice,carcinogenesis challenged hairless mice,0.8,"'carcinogenesis challenged hairless mice' retains most of the original meaning with a minor substitution of 'challenged', resulting in high information leakage.",deepseek-r1-distill-llama-70b
11,carcinogenesis and hairless mice,computer-mediated british hairless mice,0.5,"'computer-mediated british hairless mice' alters the context by introducing unrelated terms, causing partial leakage.",deepseek-r1-distill-llama-70b
11,carcinogenesis and hairless mice,carcinogenesis several hairless mice,0.8,"'carcinogenesis several hairless mice' maintains the core terms, leading to significant leakage.",deepseek-r1-distill-llama-70b
11,carcinogenesis and hairless mice,suppositories driving hairless brains,0.3,"'suppositories driving hairless brains' introduces unrelated terms and changes the meaning, resulting in low leakage.",deepseek-r1-distill-llama-70b
11,carcinogenesis and hairless mice,1.775 and hairless mice,0.4,"'1.775 and hairless mice' partially retains the original structure but lacks key terms, leading to some leakage.",deepseek-r1-distill-llama-70b
11,carcinogenesis and hairless mice,carcinogenesis and hairless mice,1.0,"'carcinogenesis and hairless mice' is identical to the original, resulting in complete leakage.",deepseek-r1-distill-llama-70b
11,carcinogenesis and hairless mice,carcinogenesis and hairless mice,1.0,"'carcinogenesis and hairless mice' is identical to the original, resulting in complete leakage.",deepseek-r1-distill-llama-70b
11,carcinogenesis and hairless mice,rhoose along hairless mice,0.2,"'rhoose along hairless mice' contains an unrelated term and slight structure change, causing low leakage.",deepseek-r1-distill-llama-70b
11,carcinogenesis and hairless mice,carcinogenesis ready hairless rats,0.6,"'carcinogenesis ready hairless rats' retains some terms but changes 'mice' to 'rats', causing partial leakage.",deepseek-r1-distill-llama-70b
11,carcinogenesis and hairless mice,semi-documentary love hairless mice,0.5,"'semi-documentary love hairless mice' introduces unrelated terms while keeping some structure, leading to some leakage.",deepseek-r1-distill-llama-70b
25,cause of scleroderma,cause 1948 kocher,0.1,"'cause 1948 kocher' introduces unrelated terms, so minimal leakage.",deepseek-r1-distill-llama-70b
