id,text,obfuscatedText,score,justification,model
19335,anthropological definition of environment,volcaniclastic public-use fermat brajesh,0.1,"The word 'volcaniclastic' relates to geological formations, which is unrelated to the original text.",deepseek-r1-distill-llama-70b
19335,anthropological definition of environment,computerologist palmar ermita mosser,0.1,None of the terms in this text relate to the original text.,deepseek-r1-distill-llama-70b
19335,anthropological definition of environment,catfishes guatieri saomai pyrus,0.1,None of the terms in this text relate to the original text.,deepseek-r1-distill-llama-70b
19335,anthropological definition of environment,12/13 reax greenpeace semin,0.5,"The term 'greenpeace' is related to environmental issues, which is relevant to the original text's mention of 'environment'.",deepseek-r1-distill-llama-70b
19335,anthropological definition of environment,elst nonsubscribers hamli heilemann,0.1,None of the terms in this text relate to the original text.,deepseek-r1-distill-llama-70b
19335,anthropological definition of environment,www.icasualties.org focac pterophoridae miyanda,0.1,None of the terms in this text relate to the original text.,deepseek-r1-distill-llama-70b
19335,anthropological definition of environment,matroid b-17 50-run republish,0.1,None of the terms in this text relate to the original text.,deepseek-r1-distill-llama-70b
19335,anthropological definition of environment,fdj quick-firing seq unalienable,0.1,None of the terms in this text relate to the original text.,deepseek-r1-distill-llama-70b
19335,anthropological definition of environment,hobey tambon u.s.-israel f.o.b.,0.1,None of the terms in this text relate to the original text.,deepseek-r1-distill-llama-70b
19335,anthropological definition of environment,taiex uranium role-playing http://blogs.timesunion.com,0.1,None of the terms in this text relate to the original text.,deepseek-r1-distill-llama-70b
47923,axon terminals or synaptic knob definition,kloeden demick cordilleran rupiah oly expediency,0.1,No apparent connection to the original text.,deepseek-r1-distill-llama-70b
47923,axon terminals or synaptic knob definition,fisnik 2.7-liter jichuan u.n.-monitored alcs liezel,0.1,No apparent connection to the original text.,deepseek-r1-distill-llama-70b
47923,axon terminals or synaptic knob definition,yawar ventas excommunicates nzx-50 blagov eurogroup,0.1,No apparent connection to the original text.,deepseek-r1-distill-llama-70b
47923,axon terminals or synaptic knob definition,labwani canonero decriminalize trappist vertices .769,0.1,No apparent connection to the original text.,deepseek-r1-distill-llama-70b
47923,axon terminals or synaptic knob definition,23-july roughstock ileto maegashira all-big nytimes,0.1,No apparent connection to the original text.,deepseek-r1-distill-llama-70b
47923,axon terminals or synaptic knob definition,prohibitive zacks yongbyon undemarcated factor kemar,0.1,No apparent connection to the original text.,deepseek-r1-distill-llama-70b
47923,axon terminals or synaptic knob definition,upazila asiax artsmark melakarta denoueix interceptors,0.1,No apparent connection to the original text.,deepseek-r1-distill-llama-70b
47923,axon terminals or synaptic knob definition,eurostat 88-member putra untraded abelian 23-july,0.1,No apparent connection to the original text.,deepseek-r1-distill-llama-70b
47923,axon terminals or synaptic knob definition,zenker o.s.k. 78-day rostam capitols creutzfeldt,0.1,No apparent connection to the original text.,deepseek-r1-distill-llama-70b
47923,axon terminals or synaptic knob definition,beaks 4-to-3 100-share ramazani beniamino seed-eating,0.1,No apparent connection to the original text.,deepseek-r1-distill-llama-70b
87181,causes of left ventricular hypertrophy,hotton 2014-2015 selic 416-point 100-share,0.1,No leakage; unrelated terms.,deepseek-r1-distill-llama-70b
87181,causes of left ventricular hypertrophy,pre-julian shunichi 147.27 tearsheet resounds,0.1,No leakage; unrelated terms.,deepseek-r1-distill-llama-70b
87181,causes of left ventricular hypertrophy,spacewalks 404-526-5456 u.s.-manned horrorfest npls,0.1,No leakage; unrelated terms.,deepseek-r1-distill-llama-70b
87181,causes of left ventricular hypertrophy,pozarevac ahronot boonen zew taepodong,0.1,No leakage; unrelated terms.,deepseek-r1-distill-llama-70b
87181,causes of left ventricular hypertrophy,telesis 50-and grafico gillig hennekens,0.1,No leakage; unrelated terms.,deepseek-r1-distill-llama-70b
87181,causes of left ventricular hypertrophy,baghdadia fingerpost highjump urban-rural taepodong-1,0.1,No leakage; unrelated terms.,deepseek-r1-distill-llama-70b
87181,causes of left ventricular hypertrophy,750-800 50-point wozniacki passerine eckerd,0.1,No leakage; unrelated terms.,deepseek-r1-distill-llama-70b
87181,causes of left ventricular hypertrophy,kamikuishiki krajowa bruyette mowt noetherian,0.1,No leakage; unrelated terms.,deepseek-r1-distill-llama-70b
87181,causes of left ventricular hypertrophy,.727 tankan dweik zurabov megat,0.1,No leakage; unrelated terms.,deepseek-r1-distill-llama-70b
87181,causes of left ventricular hypertrophy,nytns uncial 6-under trinkl central-eastern,0.1,No leakage; unrelated terms.,deepseek-r1-distill-llama-70b
87452,causes of military suicide,wartusch 0-30 eighteens gotabhaya,0.0,No apparent connection to the original text.,deepseek-r1-distill-llama-70b
87452,causes of military suicide,.476 dujail istat falconiformes,0.0,No apparent connection to the original text.,deepseek-r1-distill-llama-70b
87452,causes of military suicide,wimbledons 74-gun proportionally 218.9,0.0,No apparent connection to the original text.,deepseek-r1-distill-llama-70b
87452,causes of military suicide,geun govpx bibliothèque accession,0.0,No apparent connection to the original text.,deepseek-r1-distill-llama-70b
87452,causes of military suicide,sexed michaella adolfson boultbee,0.0,No apparent connection to the original text.,deepseek-r1-distill-llama-70b
87452,causes of military suicide,ipsos 3gpp refiles microns,0.0,No apparent connection to the original text.,deepseek-r1-distill-llama-70b
87452,causes of military suicide,distillates blogs.tampabay.com 40-15 banpu,0.0,No apparent connection to the original text.,deepseek-r1-distill-llama-70b
87452,causes of military suicide,midcap beh telescope cantuta,0.0,No apparent connection to the original text.,deepseek-r1-distill-llama-70b
87452,causes of military suicide,lectionary lekic kanawha wakanohana,0.0,No apparent connection to the original text.,deepseek-r1-distill-llama-70b
87452,causes of military suicide,"http://www.nasdaq.com 7.1-magnitude 12,759 ahmadabad",0.0,No apparent connection to the original text.,deepseek-r1-distill-llama-70b
