id,text,obfuscatedText,score,justification,model
19335,anthropological definition of environment,anthropological definition the environment,2.0,The word 'the' is added but does not change the meaning,llama-3.3-70b-versatile
19335,anthropological definition of environment,anthropological definition pile environment,4.0,The word 'pile' is added which changes the meaning,llama-3.3-70b-versatile
19335,anthropological definition of environment,anthropological definition of environment,5.0,The text is identical to the original,llama-3.3-70b-versatile
19335,anthropological definition of environment,"anthropological definition , environment",2.0,A comma is added which does not change the meaning,llama-3.3-70b-versatile
19335,anthropological definition of environment,anthropological definition people environment,4.0,The word 'people' is added which changes the meaning,llama-3.3-70b-versatile
19335,anthropological definition of environment,volgan definition tests environment,5.0,The word 'volgan' is used instead of 'anthropological' which changes the meaning,llama-3.3-70b-versatile
19335,anthropological definition of environment,anthropological definition of environment,5.0,The text is identical to the original,llama-3.3-70b-versatile
19335,anthropological definition of environment,anthropological hematological of environment,5.0,The word 'hematological' is used instead of 'anthropological' which changes the meaning,llama-3.3-70b-versatile
19335,anthropological definition of environment,anthropological definition of environment,5.0,The text is identical to the original,llama-3.3-70b-versatile
19335,anthropological definition of environment,anthropological definition of environment,5.0,The text is identical to the original,llama-3.3-70b-versatile
47923,axon terminals or synaptic knob definition,axon terminals or synaptic knob definition,5.0,The obfuscated text is identical to the original text,llama-3.3-70b-versatile
47923,axon terminals or synaptic knob definition,axon terminals or synaptic knob definition,5.0,The obfuscated text is identical to the original text,llama-3.3-70b-versatile
47923,axon terminals or synaptic knob definition,axon terminals might synaptic knob definition,4.0,"The word 'might' is added, slightly changing the meaning",llama-3.3-70b-versatile
47923,axon terminals or synaptic knob definition,axon terminals or synaptic knob definition,5.0,The obfuscated text is identical to the original text,llama-3.3-70b-versatile
47923,axon terminals or synaptic knob definition,axon terminals ) synaptic knob definition,4.0,"The obfuscated text contains an extra parenthesis, slightly changing the syntax",llama-3.3-70b-versatile
47923,axon terminals or synaptic knob definition,axon terminals offered synaptic knob definition,4.0,"The word 'offered' is added, slightly changing the meaning",llama-3.3-70b-versatile
47923,axon terminals or synaptic knob definition,axon terminals or synaptic knob eichsfeld,2.0,"The word 'eichsfeld' is used instead of 'definition', significantly changing the meaning",llama-3.3-70b-versatile
47923,axon terminals or synaptic knob definition,axon terminals or synaptic knob definition,5.0,The obfuscated text is identical to the original text,llama-3.3-70b-versatile
47923,axon terminals or synaptic knob definition,axon terminals 2.08 synaptic knob definition,4.0,"The number '2.08' is added, slightly changing the syntax",llama-3.3-70b-versatile
47923,axon terminals or synaptic knob definition,axon terminals lymphoproliferative synaptic knob definition,2.0,"The word 'lymphoproliferative' is added, significantly changing the meaning",llama-3.3-70b-versatile
87181,causes of left ventricular hypertrophy,portezuelo two left ventricular hypertrophy,4.0,"The word 'portezuelo' is unrelated to the original text, but 'two left ventricular hypertrophy' still conveys some information, hence a score of 4",llama-3.3-70b-versatile
87181,causes of left ventricular hypertrophy,causes latter came ventricular hypertrophy,3.0,"The word 'latter' is unrelated to the original text, and 'came' does not convey the same meaning as 'causes', hence a score of 3",llama-3.3-70b-versatile
87181,causes of left ventricular hypertrophy,cause sensitivity left ventricular hypertrophy,4.0,"The word 'sensitivity' is related to medical concepts, but does not convey the same meaning as 'causes', hence a score of 4",llama-3.3-70b-versatile
87181,causes of left ventricular hypertrophy,causes graduating nearly ventricular hypertrophy,4.0,"The word 'graduating' is unrelated to the original text, and 'nearly' does not convey the same meaning as 'of', hence a score of 4",llama-3.3-70b-versatile
87181,causes of left ventricular hypertrophy,causes boasting left ventricular hurlbut,5.0,"The word 'boasting' is unrelated to the original text, and 'hurlbut' does not convey the same meaning as 'hypertrophy', hence a score of 5",llama-3.3-70b-versatile
87181,causes of left ventricular hypertrophy,causes of left ventricular hypertrophy,5.0,"This text is identical to the original, hence a score of 5",llama-3.3-70b-versatile
87181,causes of left ventricular hypertrophy,navua of left ventricular hypertrophy,4.0,"The word 'navua' is unrelated to the original text, but 'of left ventricular hypertrophy' still conveys some information, hence a score of 4",llama-3.3-70b-versatile
87181,causes of left ventricular hypertrophy,"causes of , ventricular hypertrophy",4.0,"The absence of 'left' conveys less information than the original text, hence a score of 4",llama-3.3-70b-versatile
87181,causes of left ventricular hypertrophy,causes of gover ventricular hypertrophy,4.0,"The word 'gover' is unrelated to the original text, but 'of ventricular hypertrophy' still conveys some information, hence a score of 4",llama-3.3-70b-versatile
87181,causes of left ventricular hypertrophy,chorn of left ventricular hypertrophy,4.0,"The word 'chorn' is unrelated to the original text, but 'of left ventricular hypertrophy' still conveys some information, hence a score of 4",llama-3.3-70b-versatile
87452,causes of military suicide,causes of military suicide,5.0,The text is identical to the original,llama-3.3-70b-versatile
87452,causes of military suicide,causes unlockables military suicide,4.0,The text contains extra words but the main phrase is still identifiable,llama-3.3-70b-versatile
87452,causes of military suicide,causes of military suicide,5.0,The text is identical to the original,llama-3.3-70b-versatile
87452,causes of military suicide,causes of military suicide,5.0,The text is identical to the original,llama-3.3-70b-versatile
87452,causes of military suicide,pielach of military suicide,4.0,The text has a word replaced with a similar sounding word,llama-3.3-70b-versatile
87452,causes of military suicide,causes of military suicide,5.0,The text is identical to the original,llama-3.3-70b-versatile
87452,causes of military suicide,cause of military suicide,4.0,The text is missing an 's' but the meaning is still clear,llama-3.3-70b-versatile
