id,text,obfuscatedText,score,justification,model
19335,anthropological definition of environment,sociological hd force nature,0.4,"The obfuscated text 'sociological hd force nature' still conveys some information about the original text 'anthropological definition of environment' as it contains related concepts, but the meaning is not entirely preserved. The score of 0.4 reflects a moderate level of information leakage.",llama-3.3-70b-versatile
19335,anthropological definition of environment,ethnological definitions making legislation,0.4,"The obfuscated text 'ethnological definitions making legislation' still conveys the idea of a field of study (ethnological) related to definitions and legislation, which is somewhat similar to the original text 'anthropological definition of environment'. However, the context and specifics have been altered, indicating some information leakage but not complete. The score is 0.4 because it retains some core concepts but changes the subject and details.",llama-3.3-70b-versatile
19335,anthropological definition of environment,entomological definition of resources,0.4,"The obfuscated text 'entomological definition of resources' still conveys the idea of a definition related to a field of study and a concept, but it has changed the field from 'anthropological' to 'entomological' and the concept from 'environment' to 'resources'. This indicates some information leakage, but not complete, as the core idea of a definition is preserved, but the specifics are altered. Thus, a score of 0.4 is assigned.",llama-3.3-70b-versatile
19335,anthropological definition of environment,sociological detail of environment,0.7,"The obfuscated text 'sociological detail of environment' is similar to the original text 'anthropological definition of environment' with some changes in wording, but still conveys the same general meaning, so the score is 0.7",llama-3.3-70b-versatile
19335,anthropological definition of environment,ethnological definitions equinox environment,0.8,"The obfuscated text 'ethnological definitions equinox environment' still contains the word 'environment' and has a similar structure to the original text 'anthropological definition of environment', indicating a significant amount of information leakage.",llama-3.3-70b-versatile
19335,anthropological definition of environment,archaeology 0-948817-19-4 of environments,0.6,"The obfuscated text 'archaeology 0-948817-19-4 of environments' still contains the word 'environments' which is closely related to the original text 'anthropological definition of environment'. However, the addition of 'archaeology' and a numerical code '0-948817-19-4' reduces the information leakage. The score is 0.6 because it partially reveals the original text's meaning.",llama-3.3-70b-versatile
19335,anthropological definition of environment,asiatic usage of environment,0.4,"The obfuscated text 'asiatic usage of environment' still conveys the core concept of 'environment' and has some relation to the field of study, but the term 'asiatic' is not directly related to 'anthropological'. Thus, it partially preserves the original meaning, but with significant alteration.",llama-3.3-70b-versatile
19335,anthropological definition of environment,anthropological typical turn jobs,0.3,"The obfuscated text 'anthropological typical turn jobs' has some similarity to the original text 'anthropological definition of environment' in terms of the word 'anthropological', but the rest of the words are quite different, indicating moderate information leakage.",llama-3.3-70b-versatile
19335,anthropological definition of environment,puzzling defines the agriculture,0.4,"The obfuscated text 'puzzling defines the agriculture' has some similarity in meaning to the original text 'anthropological definition of environment', but the words are not directly related, indicating a moderate level of information leakage.",llama-3.3-70b-versatile
19335,anthropological definition of environment,anthropological reaction game inbox,0.1,"The obfuscated text 'anthropological reaction game inbox' has very little resemblance to the original text 'anthropological definition of environment', with completely different words and meaning, indicating very low information leakage.",llama-3.3-70b-versatile
47923,axon terminals or synaptic knob definition,soldierly herpin which roman-catholic plexiglas definition,0.2,"The obfuscated text does not convey the same meaning as the original text, but some words are similar in length and structure, indicating a minimal information leakage.",llama-3.3-70b-versatile
47923,axon terminals or synaptic knob definition,hirokawa terminals instead plasticity knobs presentation,0.7,"The obfuscated text still contains key terms related to the original text, such as 'terminals' and 'knobs', which are similar to 'axon terminals' and 'synaptic knob' in the original text, indicating a significant information leakage.",llama-3.3-70b-versatile
47923,axon terminals or synaptic knob definition,broderick configured whatever oblanceolate post-production conceptions,0.4,"The obfuscated text does not convey the same meaning as the original text, but some words are similar, indicating a moderate level of information leakage.",llama-3.3-70b-versatile
47923,axon terminals or synaptic knob definition,labwani frantic or presynaptic knobs hdtv,0.4,"The obfuscated text still contains the word 'knobs' which is related to the original text 'synaptic knob', indicating some information leakage.",llama-3.3-70b-versatile
47923,axon terminals or synaptic knob definition,telo hub blocks synaptic pee-wee restatement,0.2,"The obfuscated text still contains the word 'synaptic', which is a key term from the original text, indicating some information leakage. However, other terms are completely different, suggesting a significant level of obfuscation.",llama-3.3-70b-versatile
47923,axon terminals or synaptic knob definition,malaya airtrain was synaptic knob definitions,0.8,"The obfuscated text still contains the key terms 'synaptic knob definitions' which are present in the original text, indicating a significant information leakage.",llama-3.3-70b-versatile
47923,axon terminals or synaptic knob definition,schwann terminals and/or synaptic montage definition,0.8,"The obfuscated text still contains the key terms 'terminals' and 'synaptic', which are present in the original text, indicating a significant information leakage.",llama-3.3-70b-versatile
47923,axon terminals or synaptic knob definition,axon offices taking plasticity gunsmiths definition,0.6,"The obfuscated text still contains key terms related to the original text, such as 'axon' and 'synaptic', but with added unrelated words, indicating partial information leakage.",llama-3.3-70b-versatile
47923,axon terminals or synaptic knob definition,presynaptic terminals tilt haydar knobs description,0.8,"The obfuscated text still contains key terms related to the original text, such as 'presynaptic terminals' and 'knobs', which are relevant to the definition of axon terminals or synaptic knobs, indicating a significant information leakage.",llama-3.3-70b-versatile
47923,axon terminals or synaptic knob definition,microwaved terminals zones synaptic suppose characteristics,0.7,"The obfuscated text still contains the key terms 'terminals' and 'synaptic', which are present in the original text, indicating a significant information leakage.",llama-3.3-70b-versatile
87181,causes of left ventricular hypertrophy,parcel of right ventricular hapoalim,0.2,"The obfuscated text 'parcel of right ventricular hapoalim' does not convey the same meaning as the original text 'causes of left ventricular hypertrophy'. However, it appears to be a word-by-word substitution, which may indicate some level of information leakage. The score is set to 0.2 to reflect the minimal information leakage.",llama-3.3-70b-versatile
87181,causes of left ventricular hypertrophy,causes gonzalez handed atrial t-junction,0.4,"The obfuscated text still contains the word 'causes' from the original text, indicating some information leakage. However, the context and surrounding words have been changed, reducing the overall leakage. The score is 0.4, reflecting a moderate level of information leakage.",llama-3.3-70b-versatile
87181,causes of left ventricular hypertrophy,types the injured ventricular anemic,0.4,"The obfuscated text 'types the injured ventricular anemic' still contains the word 'ventricular' which is present in the original text 'causes of left ventricular hypertrophy'. This suggests some information leakage. However, the context and other words have been changed, indicating partial obfuscation. Therefore, the score is 0.4.",llama-3.3-70b-versatile
87181,causes of left ventricular hypertrophy,multi summoned he atrial infarction,0.2,"The obfuscated text 'multi summoned he atrial infarction' does not convey the same meaning as the original text 'causes of left ventricular hypertrophy', but it does contain the word 'atrial' which is related to the heart, thus some information leakage is present",llama-3.3-70b-versatile
87181,causes of left ventricular hypertrophy,cause may leaving arrhythmias hypertrophy,0.6,"The obfuscated text still contains the word 'hypertrophy' and 'cause', which are present in the original text, indicating some information leakage.",llama-3.3-70b-versatile
87181,causes of left ventricular hypertrophy,cause of alone atrial hypertrophy,0.4,"The obfuscated text still contains the word 'cause' and 'hypertrophy' which are present in the original text, indicating some information leakage. However, the context and surrounding words have been changed, reducing the leakage. Score is 0.4",llama-3.3-70b-versatile
87181,causes of left ventricular hypertrophy,cause of brother atrial hypertrophy,0.6,"The obfuscated text still contains the word 'cause' and 'hypertrophy' which are present in the original text, but 'atrial' is used instead of 'left ventricular', indicating some information leakage but not complete.",llama-3.3-70b-versatile
87181,causes of left ventricular hypertrophy,causes counts left atrial hypertrophy,0.8,"The obfuscated text still contains the word 'causes' and 'hypertrophy' which are present in the original text, and 'left' is also present, indicating a high level of information leakage",llama-3.3-70b-versatile
87181,causes of left ventricular hypertrophy,theoretical leadership crowd atrial chekov,0.2,"The obfuscated text still contains the word 'atrial' and 'hypertrophy' which are related to the original text, but the context and meaning have been altered, indicating some information leakage. However, the word 'left' is missing and 'theoretical leadership crowd' and 'chekov' are unrelated to the original text, indicating significant obfuscation.",llama-3.3-70b-versatile
87181,causes of left ventricular hypertrophy,quiet hands leaving atrial fiberboard,0.4,"The obfuscated text still contains the word 'atrial' and 'hypertrophy' which are related to the original text, but 'left ventricular' is replaced with 'atrial', indicating some information leakage. However, the context and meaning are altered, so the leakage is not complete.",llama-3.3-70b-versatile
87452,causes of military suicide,causes ahead military vest,0.7,"The obfuscated text still contains the words 'causes' and 'military', which are key components of the original text, indicating a significant amount of information leakage. However, the word 'suicide' has been replaced with 'vest', which reduces the leakage to some extent.",llama-3.3-70b-versatile
87452,causes of military suicide,causes original soldiers gaza,0.4,"The obfuscated text still contains the word 'causes' which is present in the original text, and also contains the word 'soldiers' which is related to 'military' in the original text, indicating some information leakage. However, the word 'original' is added and 'gaza' is also added which is not present in the original text, and 'military' is replaced with 'soldiers' and 'suicide' is not present, indicating some level of obfuscation.",llama-3.3-70b-versatile
87452,causes of military suicide,viruses third larger attacker,0.2,"The obfuscated text 'viruses third larger attacker' does not convey the same meaning as the original text 'causes of military suicide', indicating significant information leakage. However, some words like 'causes' are not present, but 'military' is somewhat related to 'attacker'. The score is 0.2 because it still has some relation to the original text but does not convey the same meaning.",llama-3.3-70b-versatile
87452,causes of military suicide,cause media officers death,0.4,"The obfuscated text 'cause media officers death' still contains the word 'cause' which is similar to 'causes' in the original text, and 'death' is related to 'suicide', indicating some information leakage",llama-3.3-70b-versatile
87452,causes of military suicide,radioactivity contingent russian killing,0.4,"The obfuscated text 'radioactivity contingent russian killing' still contains some sensitive information related to the original text 'causes of military suicide', such as the concept of death or killing, but the context and specifics are altered, indicating a moderate level of information leakage.",llama-3.3-70b-versatile
87452,causes of military suicide,cause of military another,0.7,"The obfuscated text still contains the word 'cause' and 'military', which are key components of the original text, indicating a significant amount of information leakage.",llama-3.3-70b-versatile
87452,causes of military suicide,localized according forces detonated,0.2,"The obfuscated text 'localized according forces detonated' has some similar words to the original text 'causes of military suicide', but the meaning is not entirely preserved. The word 'forces' is related to 'military', but 'localized' and 'detonated' do not convey the same information as 'causes of'. Therefore, the score is 0.2.",llama-3.3-70b-versatile
87452,causes of military suicide,causes peter civilian ghoraniyeh,0.4,"The obfuscated text still contains the word 'causes' which is present in the original text, and 'civilian' is related to 'military' in the context of the original text, indicating some information leakage",llama-3.3-70b-versatile
87452,causes of military suicide,aggressors in military suicide,0.8,"The obfuscated text 'aggressors in military suicide' still contains the key words 'military' and 'suicide' from the original text 'causes of military suicide', indicating a significant information leakage.",llama-3.3-70b-versatile
87452,causes of military suicide,causes nepal support vehicle,0.4,"The obfuscated text 'causes nepal support vehicle' still contains the word 'causes' which is present in the original text 'causes of military suicide', indicating some information leakage. However, the context and other words have been changed, reducing the leakage. Therefore, a score of 0.4 is assigned.",llama-3.3-70b-versatile
104861,cost of interior concrete flooring,costing including interior concrete flooring,0.8,"The obfuscated text still contains the key phrases 'interior concrete flooring', which indicates a high level of information leakage from the original text.",llama-3.3-70b-versatile
104861,cost of interior concrete flooring,cost the di attempt hardwood,0.2,"The obfuscated text 'cost the di attempt hardwood' has very little resemblance to the original text 'cost of interior concrete flooring', indicating a low information leakage score of 0.2 due to the presence of the word 'cost' in both texts, but with completely different context and meaning.",llama-3.3-70b-versatile
104861,cost of interior concrete flooring,taking of nabiel concrete mihtarlam,0.2,"The obfuscated text 'taking of nabiel concrete mihtarlam' has very little resemblance to the original text 'cost of interior concrete flooring', indicating a low information leakage score of 0.2 due to the presence of 'concrete' in both texts.",llama-3.3-70b-versatile
104861,cost of interior concrete flooring,costs over interior building birger,0.6,"The obfuscated text still contains the word 'costs' and 'interior', which are present in the original text, indicating some information leakage.",llama-3.3-70b-versatile
