id,text,obfuscatedText,score,justification,model
19335,anthropological definition of environment,upnp younis river sts-95,0.1,upnp younis river sts-95 contains 'river' which relates to environment,deepseek-r1-distill-llama-70b
19335,anthropological definition of environment,coconino chopko ctt sunsern,0.1,"coconino chopko ctt sunsern contains 'coconino' which is a county, hinting at location/environment",deepseek-r1-distill-llama-70b
19335,anthropological definition of environment,eastpointe bernois dáil kach,0.1,"eastpointe bernois dáil kach contains 'eastpointe' which is a place, suggesting environment",deepseek-r1-distill-llama-70b
19335,anthropological definition of environment,catchallmails destroyer leeds korean,0.1,"catchallmails destroyer leeds korean contains 'leeds' which is a city, related to environment",deepseek-r1-distill-llama-70b
19335,anthropological definition of environment,epga y worldsources industrias,0.1,epga y worldsources industrias contains 'worldsources' which could relate to global environments,deepseek-r1-distill-llama-70b
19335,anthropological definition of environment,allbaugh trogonidae rugbyu umno,0.0,allbaugh trogonidae rugbyu umno contains no direct environmental terms,deepseek-r1-distill-llama-70b
19335,anthropological definition of environment,jendrzejczyk musicnotes.com qabatiya subtropical,0.2,jendrzejczyk musicnotes.com qabatiya subtropical contains 'subtropical' which is an environmental term,deepseek-r1-distill-llama-70b
19335,anthropological definition of environment,pepsi-cola hematological figel jakup,0.0,pepsi-cola hematological figel jakup contains no direct environmental terms,deepseek-r1-distill-llama-70b
19335,anthropological definition of environment,stratigraphic zayed multihomer coastal,0.3,"stratigraphic zayed multihomer coastal contains 'stratigraphic' and 'coastal', both related to environment",deepseek-r1-distill-llama-70b
19335,anthropological definition of environment,"3,450 rummelhardt puncak d'action",0.1,"3,450 rummelhardt puncak d'action contains 'puncak' which is a mountain, relating to environment",deepseek-r1-distill-llama-70b
47923,axon terminals or synaptic knob definition,62-36 snowbowl reflejo cleric tannoudji baronetcies,0.0,"The obfuscated texts do not contain any terms related to 'axon terminals' or 'synaptic knob definition.' They include random words and numbers, making it impossible to infer the original information.",deepseek-r1-distill-llama-70b
87181,causes of left ventricular hypertrophy,weinshall marriages habitantes huntly mastel,0.0,"The obfuscated text does not contain any meaningful words or phrases related to the original text, indicating no information leakage.",deepseek-r1-distill-llama-70b
87181,causes of left ventricular hypertrophy,duodenal mayardit 135.09 redha bogoro,0.2,"The obfuscated text does not contain any meaningful words or phrases related to the original text, indicating minimal information leakage.",deepseek-r1-distill-llama-70b
87181,causes of left ventricular hypertrophy,confederate nfpa 117.4 compatibility suetsugu,0.2,"The obfuscated text does not contain any meaningful words or phrases related to the original text, indicating minimal information leakage.",deepseek-r1-distill-llama-70b
87181,causes of left ventricular hypertrophy,bayesian emigrating fluctuation 129.3 10-for-10,0.2,"The obfuscated text does not contain any meaningful words or phrases related to the original text, indicating minimal information leakage.",deepseek-r1-distill-llama-70b
87181,causes of left ventricular hypertrophy,csrs bsg a350 390-7862 skuratov,0.2,"The obfuscated text does not contain any meaningful words or phrases related to the original text, indicating minimal information leakage.",deepseek-r1-distill-llama-70b
87181,causes of left ventricular hypertrophy,bahl railway elle cogito lideres,0.2,"The obfuscated text does not contain any meaningful words or phrases related to the original text, indicating minimal information leakage.",deepseek-r1-distill-llama-70b
87181,causes of left ventricular hypertrophy,strakonice und timequest keyon burma,0.2,"The obfuscated text does not contain any meaningful words or phrases related to the original text, indicating minimal information leakage.",deepseek-r1-distill-llama-70b
87181,causes of left ventricular hypertrophy,honduras capital co. tankōbon oyez,0.2,"The obfuscated text does not contain any meaningful words or phrases related to the original text, indicating minimal information leakage.",deepseek-r1-distill-llama-70b
87181,causes of left ventricular hypertrophy,formula_43 strait shaharyar quechee sicheianytimes.com,0.2,"The obfuscated text does not contain any meaningful words or phrases related to the original text, indicating minimal information leakage.",deepseek-r1-distill-llama-70b
87181,causes of left ventricular hypertrophy,abdulsalam mutanabi ibragim nad all-england,0.2,"The obfuscated text does not contain any meaningful words or phrases related to the original text, indicating minimal information leakage.",deepseek-r1-distill-llama-70b
87452,causes of military suicide,$ maturity gen. oxidizing,0.1,"The obfuscated texts do not contain any meaningful words or phrases related to 'causes of military suicide.' None of the terms can be linked back to the original text, indicating minimal to no information leakage.",deepseek-r1-distill-llama-70b
104861,cost of interior concrete flooring,edmunds.com graner rhysodinae yipsi harlequins,0.1,"The obfuscated text contains unrelated words and names, no connection to the original text.",deepseek-r1-distill-llama-70b
104861,cost of interior concrete flooring,7.50 lcross ergen 1-800-698-4637 245.5,0.2,"The obfuscated text includes numbers that might hint at costs but lack context, no direct relation to flooring.",deepseek-r1-distill-llama-70b
104861,cost of interior concrete flooring,anglia casmoussa gerassimos police ambrosiano,0.1,"The obfuscated text contains names and unrelated terms, no connection to the original text.",deepseek-r1-distill-llama-70b
104861,cost of interior concrete flooring,"entrevistas disengagement ,105 turnberry palestinian",0.2,The obfuscated text includes a number that could suggest a cost but without context and unrelated terms.,deepseek-r1-distill-llama-70b
104861,cost of interior concrete flooring,britain - cosmonaut rectus falsies,0.1,"The obfuscated text contains place and unrelated terms, no connection to the original text.",deepseek-r1-distill-llama-70b
104861,cost of interior concrete flooring,arrowed campaign for strobe daylights,0.1,"The obfuscated text includes marketing terms, no relation to flooring or costs.",deepseek-r1-distill-llama-70b
104861,cost of interior concrete flooring,jerusalemite bentworth seasonally cahuenga matuzalem,0.1,"The obfuscated text contains names and unrelated terms, no connection to the original text.",deepseek-r1-distill-llama-70b
