id,text,obfuscatedText,score,justification,model
19335,anthropological definition of environment,anthropological definition the environment,0.8,"The phrase ""anthropological definition the environment"" is very similar to the original text but omits the preposition ""of"", which slightly alters the meaning.",deepseek-r1-distill-llama-70b
19335,anthropological definition of environment,anthropological definition pile environment,0.2,"The phrase ""anthropological definition pile environment"" introduces the word ""pile"", which is unrelated to the original context, reducing information leakage.",deepseek-r1-distill-llama-70b
19335,anthropological definition of environment,anthropological definition of environment,1.0,"The phrase ""anthropological definition of environment"" is identical to the original text, indicating complete information leakage.",deepseek-r1-distill-llama-70b
47923,axon terminals or synaptic knob definition,axon terminals or synaptic knob definition,1.0,The obfuscated text is identical to the original.,deepseek-r1-distill-llama-70b
47923,axon terminals or synaptic knob definition,axon terminals or synaptic knob definition,1.0,The obfuscated text is identical to the original.,deepseek-r1-distill-llama-70b
47923,axon terminals or synaptic knob definition,axon terminals or synaptic knob definition,1.0,The obfuscated text is identical to the original.,deepseek-r1-distill-llama-70b
47923,axon terminals or synaptic knob definition,axon terminals or synaptic knob definition,1.0,The obfuscated text is identical to the original.,deepseek-r1-distill-llama-70b
47923,axon terminals or synaptic knob definition,axon terminals or synaptic knob definition,1.0,The obfuscated text is identical to the original.,deepseek-r1-distill-llama-70b
47923,axon terminals or synaptic knob definition,axon terminals offered synaptic knob definition,0.8,"The obfuscated text contains a slight modification (""offered"" instead of ""or""), but the overall meaning remains largely intact.",deepseek-r1-distill-llama-70b
47923,axon terminals or synaptic knob definition,axon terminals or synaptic knob thermodynamical,0.2,"The obfuscated text replaces ""definition"" with ""thermodynamical"", which is nonsensical in this context and thus reduces information leakage.",deepseek-r1-distill-llama-70b
47923,axon terminals or synaptic knob definition,axon terminals or synaptic knob definition,1.0,The obfuscated text is identical to the original.,deepseek-r1-distill-llama-70b
47923,axon terminals or synaptic knob definition,axon terminals or synaptic knob definition,1.0,The obfuscated text is identical to the original.,deepseek-r1-distill-llama-70b
47923,axon terminals or synaptic knob definition,axon terminals or synaptic knob definition,1.0,The obfuscated text is identical to the original.,deepseek-r1-distill-llama-70b
87181,causes of left ventricular hypertrophy,causes of left ventricular hypertrophy,1.0,"Identical to original text, complete leakage.",deepseek-r1-distill-llama-70b
87181,causes of left ventricular hypertrophy,causes latter left ventricular hypertrophy,0.8,Contains 'latter' which may cause confusion but retains most information.,deepseek-r1-distill-llama-70b
87181,causes of left ventricular hypertrophy,causes of left ventricular hypertrophy,1.0,"Identical to original text, complete leakage.",deepseek-r1-distill-llama-70b
87181,causes of left ventricular hypertrophy,causes returning left ventricular hypertrophy,0.7,Contains 'returning' which alters meaning slightly but retains most information.,deepseek-r1-distill-llama-70b
87181,causes of left ventricular hypertrophy,causes of left ventricular hypertrophy,1.0,"Identical to original text, complete leakage.",deepseek-r1-distill-llama-70b
87181,causes of left ventricular hypertrophy,causes of left ventricular hypertrophy,1.0,"Identical to original text, complete leakage.",deepseek-r1-distill-llama-70b
87181,causes of left ventricular hypertrophy,causes of left ventricular hypertrophy,1.0,"Identical to original text, complete leakage.",deepseek-r1-distill-llama-70b
87181,causes of left ventricular hypertrophy,causes of left ventricular hypertrophy,1.0,"Identical to original text, complete leakage.",deepseek-r1-distill-llama-70b
87181,causes of left ventricular hypertrophy,causes of gover ventricular hypertrophy,0.0,"'gover' is a typographical error, no meaningful information retained.",deepseek-r1-distill-llama-70b
87181,causes of left ventricular hypertrophy,microbe of left ventricular hypertrophy,0.3,"'microbe' changes context, minimal leakage.",deepseek-r1-distill-llama-70b
87452,causes of military suicide,causes of military suicide,1.0,"Obfuscated text is identical to original, complete leakage.",deepseek-r1-distill-llama-70b
87452,causes of military suicide,causes besides military suicide,0.3,"Obfuscated text introduces ambiguity, partial leakage.",deepseek-r1-distill-llama-70b
87452,causes of military suicide,causes of military suicide,1.0,"Obfuscated text is identical to original, complete leakage.",deepseek-r1-distill-llama-70b
87452,causes of military suicide,causes of military suicide,1.0,"Obfuscated text is identical to original, complete leakage.",deepseek-r1-distill-llama-70b
87452,causes of military suicide,causes of military suicide,1.0,"Obfuscated text is identical to original, complete leakage.",deepseek-r1-distill-llama-70b
87452,causes of military suicide,causes of military suicide,1.0,"Obfuscated text is identical to original, complete leakage.",deepseek-r1-distill-llama-70b
87452,causes of military suicide,causes of military suicide,1.0,"Obfuscated text is identical to original, complete leakage.",deepseek-r1-distill-llama-70b
87452,causes of military suicide,causes of military suicide,1.0,"Obfuscated text is identical to original, complete leakage.",deepseek-r1-distill-llama-70b
87452,causes of military suicide,causes of military suicide,1.0,"Obfuscated text is identical to original, complete leakage.",deepseek-r1-distill-llama-70b
87452,causes of military suicide,causes of military suicide,1.0,"Obfuscated text is identical to original, complete leakage.",deepseek-r1-distill-llama-70b
104861,cost of interior concrete flooring,cost of interior concrete flooring,1.0,"Exact replica of the original text, revealing all information.",deepseek-r1-distill-llama-70b
104861,cost of interior concrete flooring,cost of interior concrete flooring,1.0,"Exact replica of the original text, revealing all information.",deepseek-r1-distill-llama-70b
104861,cost of interior concrete flooring,cost of interior concrete flooring,1.0,"Exact replica of the original text, revealing all information.",deepseek-r1-distill-llama-70b
104861,cost of interior concrete flooring,cost of interior concrete flooring,1.0,"Exact replica of the original text, revealing all information.",deepseek-r1-distill-llama-70b
104861,cost of interior concrete flooring,cost of interior concrete flooring,1.0,"Exact replica of the original text, revealing all information.",deepseek-r1-distill-llama-70b
