id,text,obfuscatedText,score,justification,model
19335,anthropological definition of environment,linguistic definitions great wearable,1.0,No leakage as the obfuscated text is unrelated to the original,deepseek-r1-distill-llama-70b
19335,anthropological definition of environment,anthropological definitions included soggy,3.0,Partial leakage as 'anthropological' and 'definitions' are present but with unrelated words,deepseek-r1-distill-llama-70b
19335,anthropological definition of environment,ethnological definition obscuring environment,3.0,Partial leakage as 'ethnological' is related and 'environment' is obscured,deepseek-r1-distill-llama-70b
19335,anthropological definition of environment,norrback definition those climate,1.0,No leakage as the obfuscated text is unrelated to the original,deepseek-r1-distill-llama-70b
19335,anthropological definition of environment,ethnographic aicf of environment,3.0,Partial leakage as 'ethnographic' is related and 'environment' is present,deepseek-r1-distill-llama-70b
19335,anthropological definition of environment,anthropological definition and comala,3.0,Partial leakage as 'anthropological' and 'definition' are present but with unrelated words,deepseek-r1-distill-llama-70b
19335,anthropological definition of environment,philological what about environment,1.0,No leakage as the obfuscated text is unrelated to the original,deepseek-r1-distill-llama-70b
19335,anthropological definition of environment,anthropological calorimetric interconnection life,1.0,No leakage as the obfuscated text is unrelated to the original,deepseek-r1-distill-llama-70b
19335,anthropological definition of environment,anthropological defines dyuh environment,4.0,Partial leakage as 'anthropological' and 'environment' are present,deepseek-r1-distill-llama-70b
19335,anthropological definition of environment,isobutane uniform true create,1.0,No leakage as the obfuscated text is unrelated to the original,deepseek-r1-distill-llama-70b
47923,axon terminals or synaptic knob definition,carlo terminal ) causal knob defined,1.0,'carlo terminal ) causal knob defined' contains some related terms but does not leak the original information fully.,deepseek-r1-distill-llama-70b
47923,axon terminals or synaptic knob definition,kil terminal elaborate plasticity knob sampling,2.0,'kil terminal elaborate plasticity knob sampling' has terms like 'terminal' and 'knob' but lacks context.,deepseek-r1-distill-llama-70b
47923,axon terminals or synaptic knob definition,axon terminals [ plasticity recheck defined,3.0,'axon terminals [ plasticity recheck defined' partially reveals the original terms but is somewhat ambiguous.,deepseek-r1-distill-llama-70b
47923,axon terminals or synaptic knob definition,axon liquefied presume brainwaves sprite i.e.,1.0,'axon liquefied presume brainwaves sprite i.e.' does not contain relevant information related to the original text.,deepseek-r1-distill-llama-70b
47923,axon terminals or synaptic knob definition,jiqing sgurr up synapses knob bican,2.0,'jiqing sgurr up synapses knob bican' contains 'knob' but other terms are unrelated.,deepseek-r1-distill-llama-70b
47923,axon terminals or synaptic knob definition,chukwurah terminals any synaptic knob definition,4.0,'chukwurah terminals any synaptic knob definition' partially reveals the original information but is not complete.,deepseek-r1-distill-llama-70b
47923,axon terminals or synaptic knob definition,axon terminals nash inhibitory takhat definitions,2.0,'axon terminals nash inhibitory takhat definitions' partially reveals the original terms but adds unrelated words.,deepseek-r1-distill-llama-70b
47923,axon terminals or synaptic knob definition,axon terminal other synaptic knob definition,5.0,"'axon terminal other synaptic knob definition' closely matches the original text, leading to significant information leakage.",deepseek-r1-distill-llama-70b
47923,axon terminals or synaptic knob definition,synapse stations or rashba cheyenne 20th,1.0,'synapse stations or rashba cheyenne 20th' does not contain relevant information related to the original text.,deepseek-r1-distill-llama-70b
47923,axon terminals or synaptic knob definition,euro213 computer or plasticity camp blu,1.0,'euro213 computer or plasticity camp blu' does not contain relevant information related to the original text.,deepseek-r1-distill-llama-70b
87181,causes of left ventricular hypertrophy,causes of left ventricle coreno,4.0,Obfuscated text retains most of the original information with minor distortion.,deepseek-r1-distill-llama-70b
87181,causes of left ventricular hypertrophy,aids part struck arrhythmias videocassette,1.0,Obfuscated text is completely unrelated to the original text.,deepseek-r1-distill-llama-70b
87181,causes of left ventricular hypertrophy,causes variations with tachycardia hypertrophy,3.0,Obfuscated text retains some information but introduces unrelated terms.,deepseek-r1-distill-llama-70b
87181,causes of left ventricular hypertrophy,cause of important diastole bettong,2.0,Obfuscated text retains partial information but introduces unrelated terms.,deepseek-r1-distill-llama-70b
87181,causes of left ventricular hypertrophy,cause of office ventricular raue,3.0,Obfuscated text retains some information but introduces distortions.,deepseek-r1-distill-llama-70b
87181,causes of left ventricular hypertrophy,cause presence leaving ventricular hyperplasia,4.0,Obfuscated text retains most of the original information.,deepseek-r1-distill-llama-70b
87181,causes of left ventricular hypertrophy,cause of middle ventricular stear,2.0,Obfuscated text introduces unrelated terms and distortions.,deepseek-r1-distill-llama-70b
87181,causes of left ventricular hypertrophy,causes the off atrial misfolded,2.0,Obfuscated text retains partial information but introduces unrelated terms.,deepseek-r1-distill-llama-70b
87181,causes of left ventricular hypertrophy,causes revelry wright hypertrophy ventricle,3.0,Obfuscated text retains some information but introduces unrelated terms.,deepseek-r1-distill-llama-70b
87181,causes of left ventricular hypertrophy,chronic elizabeth left systole physiologic,2.0,Obfuscated text introduces unrelated terms and partial information.,deepseek-r1-distill-llama-70b
87452,causes of military suicide,furthermore 743 military whereupon,1.0,No clear connection to the original topic.,deepseek-r1-distill-llama-70b
87452,causes of military suicide,causes of adding launching,2.0,Mildly related but lacks clear context.,deepseek-r1-distill-llama-70b
87452,causes of military suicide,cause of soldiers bombers,2.0,Partial relevance but not explicit.,deepseek-r1-distill-llama-70b
87452,causes of military suicide,number the army pokomo,1.0,Minimal relevance.,deepseek-r1-distill-llama-70b
87452,causes of military suicide,resulting manitoba military death,3.0,Some connection to military and death.,deepseek-r1-distill-llama-70b
87452,causes of military suicide,cause extent army chodos,2.0,Vague connection.,deepseek-r1-distill-llama-70b
87452,causes of military suicide,rather entire army bombers,1.0,Minimal relevance.,deepseek-r1-distill-llama-70b
87452,causes of military suicide,causes of command attacks,3.0,Some relation to causes and military context.,deepseek-r1-distill-llama-70b
87452,causes of military suicide,europlace promised forces suicide,5.0,Direct reference to military suicide.,deepseek-r1-distill-llama-70b
87452,causes of military suicide,cause implies cruel bombers,1.0,Minimal relevance.,deepseek-r1-distill-llama-70b
104861,cost of interior concrete flooring,cost of ministry experts paneling,2.0,Similar structure but unrelated terms,deepseek-r1-distill-llama-70b
104861,cost of interior concrete flooring,cost of ministry canvases laminate,2.0,Unrelated terms,deepseek-r1-distill-llama-70b
104861,cost of interior concrete flooring,10 chairmen within piles linoleum,1.0,No relevant terms,deepseek-r1-distill-llama-70b
104861,cost of interior concrete flooring,cost kharitonov ministry concrete cabinetry,3.0,Shares 'cost' and 'concrete' but different context,deepseek-r1-distill-llama-70b
104861,cost of interior concrete flooring,alone possibly ministry precast flooring,4.0,Shares 'ministry' and 'precast flooring',deepseek-r1-distill-llama-70b
104861,cost of interior concrete flooring,costs of ministry concrete hardwood,3.0,Shares 'cost' and 'concrete' but different context,deepseek-r1-distill-llama-70b
104861,cost of interior concrete flooring,costing of riders mural flooring,3.0,Shares 'costing' and 'flooring' but unrelated terms,deepseek-r1-distill-llama-70b
104861,cost of interior concrete flooring,costing apparent interior slabs flooring,4.0,"Shares 'costing', 'interior', and 'slabs flooring'",deepseek-r1-distill-llama-70b
104861,cost of interior concrete flooring,expense stretches ulibarri the flooring,4.0,Shares 'expense' and 'flooring',deepseek-r1-distill-llama-70b
104861,cost of interior concrete flooring,gwadabe which qad concrete schramm,1.0,No relevant terms,deepseek-r1-distill-llama-70b
1106007,define visceral?,defining gemex,1.0,'defining gemex': 1 (No leakage; unrelated term),deepseek-r1-distill-llama-70b
1106007,define visceral?,define constrictor,1.0,'define constrictor': 1 (No leakage; unrelated term),deepseek-r1-distill-llama-70b
1106007,define visceral?,define omalanga,1.0,'define omalanga': 1 (No leakage; unrelated term),deepseek-r1-distill-llama-70b
1106007,define visceral?,definition mancinelli,1.0,'definition mancinelli': 1 (No leakage; unrelated term),deepseek-r1-distill-llama-70b
1106007,define visceral?,define 44-6,1.0,'define 44-6': 1 (No leakage; numerical string),deepseek-r1-distill-llama-70b
1106007,define visceral?,defines interior,1.0,'defines interior': 1 (No leakage; unrelated term),deepseek-r1-distill-llama-70b
1106007,define visceral?,99.04 creative,1.0,'99.04 creative': 1 (No leakage; unrelated terms),deepseek-r1-distill-llama-70b
1106007,define visceral?,define sinfonietta,1.0,'define sinfonietta': 1 (No leakage; unrelated term),deepseek-r1-distill-llama-70b
1106007,define visceral?,distinguish executed,1.0,'distinguish executed': 1 (No leakage; unrelated phrase),deepseek-r1-distill-llama-70b
1106007,define visceral?,orientation brantling,1.0,'orientation brantling': 1 (No leakage; unrelated terms),deepseek-r1-distill-llama-70b
130510,definition declaratory judgment,escoffier interpleader judgement,2.0,The obfuscated text shares similar legal terms but doesn't retain the exact original meaning.,deepseek-r1-distill-llama-70b
130510,definition declaratory judgment,curriculum telegraphed judgment,3.0,The obfuscated text partially retains the original meaning through similar terminology.,deepseek-r1-distill-llama-70b
130510,definition declaratory judgment,defines dc-7 judgement,3.0,The obfuscated text partially retains the original meaning through similar terminology.,deepseek-r1-distill-llama-70b
130510,definition declaratory judgment,curmudgeonly declaratory judgment,5.0,The obfuscated text fully retains the original meaning with exact keyword matches.,deepseek-r1-distill-llama-70b
130510,definition declaratory judgment,definition declaratory judgement,5.0,The obfuscated text fully retains the original meaning with exact keyword matches.,deepseek-r1-distill-llama-70b
130510,definition declaratory judgment,definition horiguchi judgement,3.0,The obfuscated text partially retains the original meaning through similar terminology.,deepseek-r1-distill-llama-70b
130510,definition declaratory judgment,definition wonkish judgment,3.0,The obfuscated text partially retains the original meaning through similar terminology.,deepseek-r1-distill-llama-70b
130510,definition declaratory judgment,debasis panzerkorps judgment,1.0,The obfuscated text does not retain any meaningful information from the original.,deepseek-r1-distill-llama-70b
130510,definition declaratory judgment,definition mhaga presumption,2.0,The obfuscated text partially retains the original meaning through similar terminology.,deepseek-r1-distill-llama-70b
130510,definition declaratory judgment,defined drysuit judgement,2.0,The obfuscated text does not retain any meaningful information from the original.,deepseek-r1-distill-llama-70b
131843,definition of a sigmet,defined musina manifestation rucksack,1.0,No leakage as the obfuscated text has no relation to the original,deepseek-r1-distill-llama-70b
131843,definition of a sigmet,defines of box-to-box funjet,3.0,Partial leakage as it contains part of the original structure,deepseek-r1-distill-llama-70b
131843,definition of a sigmet,avita part another shack,1.0,No leakage as the obfuscated text has no relation to the original,deepseek-r1-distill-llama-70b
131843,definition of a sigmet,definition of tuhv kanth,4.0,High leakage as it retains the exact structure of the original,deepseek-r1-distill-llama-70b
131843,definition of a sigmet,definable of kind siezed,2.0,Partial leakage as it contains a related term,deepseek-r1-distill-llama-70b
131843,definition of a sigmet,i.e. 333 another dry-season,1.0,No leakage as the obfuscated text has no relation to the original,deepseek-r1-distill-llama-70b
131843,definition of a sigmet,it example look 1919-1921,1.0,No leakage as the obfuscated text has no relation to the original,deepseek-r1-distill-llama-70b
131843,definition of a sigmet,definition remains a tpn,3.0,Partial leakage as it contains a related term,deepseek-r1-distill-llama-70b
131843,definition of a sigmet,defined certain a serpa,2.0,Partial leakage as it contains a related term,deepseek-r1-distill-llama-70b
131843,definition of a sigmet,mathematical part another skateboarder,1.0,No leakage as the obfuscated text has no relation to the original,deepseek-r1-distill-llama-70b
146187,difference between a mcdouble and a double cheeseburger,wasted of features understands these a brooks downer,1.0,No relevant terms or context related to the original text.,deepseek-r1-distill-llama-70b
146187,difference between a mcdouble and a double cheeseburger,advantage between helped waddock 10.64 new triple cappuccinos,1.0,No relevant terms or context related to the original text.,deepseek-r1-distill-llama-70b
146187,difference between a mcdouble and a double cheeseburger,next peter as philippines and note whopper cheeseburger,2.0,"Mentions 'whopper cheeseburger', which is related but not the exact terms.",deepseek-r1-distill-llama-70b
146187,difference between a mcdouble and a double cheeseburger,channelsurfer between called marzuq co-founder another triple cheeseburgers,2.0,"Mentions 'triple cheeseburgers', which is related but not the exact terms.",deepseek-r1-distill-llama-70b
146187,difference between a mcdouble and a double cheeseburger,slight through aside duffy & took brufau cheeseburger,1.0,Mentions 'cheeseburger' but lacks specific terms from the original text.,deepseek-r1-distill-llama-70b
146187,difference between a mcdouble and a double cheeseburger,change called a hauk maneuvers a double garafalo,2.0,"Mentions 'double garafalo', which is not related to the original terms.",deepseek-r1-distill-llama-70b
146187,difference between a mcdouble and a double cheeseburger,"yet betwee another probes , wife doubled cheeseburger",2.0,"Mentions 'doubled cheeseburger', which is partially related.",deepseek-r1-distill-llama-70b
146187,difference between a mcdouble and a double cheeseburger,nailing about one-shots grouped _ a scoundrels cheeseburger,1.0,Mentions 'cheeseburger' but lacks specific terms from the original text.,deepseek-r1-distill-llama-70b
146187,difference between a mcdouble and a double cheeseburger,mbayo groups a wmf and a double pizza,2.0,"Mentions 'double pizza', which is unrelated to the original terms.",deepseek-r1-distill-llama-70b
146187,difference between a mcdouble and a double cheeseburger,2 yugas benefactor jonbenet addition another trap cheeseburgers,1.0,"Mentions 'trap cheeseburgers', which is partially related.",deepseek-r1-distill-llama-70b
