id,text,obfuscatedText,score,justification,model
19335,anthropological definition of environment,sociological definitions the environments,0.85,"High leakage as 'sociological' is a related field but not the same as 'anthropological'; however, the context is somewhat preserved.",deepseek-r1-distill-llama-70b
19335,anthropological definition of environment,anthropological definitions of environmental,0.9,High leakage as the structure is slightly altered but the core meaning remains intact.,deepseek-r1-distill-llama-70b
19335,anthropological definition of environment,ethnological definition the environment,0.7,"Moderate leakage as 'ethnological' is a different but related field, and the article 'the' is missing.",deepseek-r1-distill-llama-70b
19335,anthropological definition of environment,ethnological definition those environment,0.65,"Moderate leakage as 'ethnological' is different, and the phrasing is slightly off with 'those environment'.",deepseek-r1-distill-llama-70b
19335,anthropological definition of environment,ethnographic defined of environments,0.4,Low leakage as 'ethnographic' is quite different and the structure is altered significantly.,deepseek-r1-distill-llama-70b
19335,anthropological definition of environment,anthropological definition the environments,0.88,High leakage as the structure is slightly different but the core meaning is preserved.,deepseek-r1-distill-llama-70b
19335,anthropological definition of environment,sociological defined the environment,0.85,High leakage as 'sociological' is a related field and the structure is mostly the same.,deepseek-r1-distill-llama-70b
19335,anthropological definition of environment,anthropological definitions the environments,0.88,High leakage as the structure is slightly different but the core meaning is preserved.,deepseek-r1-distill-llama-70b
19335,anthropological definition of environment,anthropological defines of environment,0.82,"Moderate leakage as 'ethnological' is different, and the article is missing.",deepseek-r1-distill-llama-70b
47923,axon terminals or synaptic knob definition,axonal terminal either synapse knob defined,0.9,"The obfuscated text is very similar to the original, with minor rephrasing, so leakage is high at 0.9.",deepseek-r1-distill-llama-70b
47923,axon terminals or synaptic knob definition,axon terminal either plasticity knob defines,0.5,"The term 'plasticity' is less specific than 'synaptic', reducing leakage to 0.5.",deepseek-r1-distill-llama-70b
47923,axon terminals or synaptic knob definition,axon terminals either plasticity knobs defined,0.5,"Similar to the second text, 'plasticity' reduces leakage to 0.5.",deepseek-r1-distill-llama-70b
47923,axon terminals or synaptic knob definition,axon terminals either plasticity knobs definitions,0.5,'Plasticity' again causes lower leakage at 0.5.,deepseek-r1-distill-llama-70b
47923,axon terminals or synaptic knob definition,kd96 terminals either plasticity knob definitions,0.4,"'kd96' is unrelated, and 'plasticity' continues to lower leakage to 0.4.",deepseek-r1-distill-llama-70b
47923,axon terminals or synaptic knob definition,synapse terminals either synaptic knob definition,0.9,"Very similar to the original, high leakage at 0.9.",deepseek-r1-distill-llama-70b
47923,axon terminals or synaptic knob definition,axon terminals either plasticity knobs definition,0.5,'Plasticity' results in leakage of 0.5.,deepseek-r1-distill-llama-70b
47923,axon terminals or synaptic knob definition,axon terminal either synaptic knob defined,0.9,"Similar to the first and sixth texts, high leakage at 0.9.",deepseek-r1-distill-llama-70b
47923,axon terminals or synaptic knob definition,synapse terminal or plasticity knobs defined,0.5,'Plasticity' leads to leakage of 0.5.,deepseek-r1-distill-llama-70b
47923,axon terminals or synaptic knob definition,axonal terminal or plasticity knobs defines,0.5,'Plasticity' causes leakage of 0.5.,deepseek-r1-distill-llama-70b
87181,causes of left ventricular hypertrophy,causes of leaving atrial sarcoplasmic,0.2,"1. The obfuscated text incorrectly refers to 'atrial sarcoplasmic' instead of 'ventricular hypertrophy,' leading to low information leakage.",deepseek-r1-distill-llama-70b
87181,causes of left ventricular hypertrophy,cause part leaving arrhythmias myocardium,0.4,"2. The term 'arrhythmias myocardium' changes the context from hypertrophy to arrhythmias, reducing information retention.",deepseek-r1-distill-llama-70b
87181,causes of left ventricular hypertrophy,causes actual left atrial hypertrophy,0.3,"3. Changing 'ventricular' to 'atrial' alters the specific heart chamber, but retains the term 'hypertrophy.",deepseek-r1-distill-llama-70b
87181,causes of left ventricular hypertrophy,cause of leaving atrial myocytes,0.25,"4. 'Atrial myocytes' shifts focus from hypertrophy to muscle cells, lowering information retention.",deepseek-r1-distill-llama-70b
